"Model","Solver","Nodes","Elements","Total Time","Assembly","Solve","Iterations","Peak RAM","Peak VRAM","Status","Date"
"Y-Shaped","Numba","1 357 953","338 544","6m 20.2s","999ms","6m 15.8s","9871","1.44 GB","-","✓","Jan 16, 07:13 AM"
"Y-Shaped","Numba","772 069","192 308","2m 32.9s","580ms","2m 29.8s","7508","656 MB","-","✓","Jan 16, 06:48 AM"
"Y-Shaped","Numba","772 069","192 308","2m 33.3s","577ms","2m 30.4s","7508","620 MB","-","✓","Jan 16, 06:48 AM"
"Y-Shaped","Numba","772 069","192 308","2m 37.9s","570ms","2m 35.3s","7508","731 MB","-","✓","Jan 16, 06:48 AM"
"Y-Shaped","Numba","195 853","48 607","17.98s","114ms","17.22s","3741","92 MB","-","✓","Jan 16, 06:37 AM"
"Y-Shaped","Numba","195 853","48 607","17.93s","147ms","17.12s","3741","92 MB","-","✓","Jan 16, 06:37 AM"
"Y-Shaped","Numba","195 853","48 607","17.64s","109ms","16.91s","3741","92 MB","-","✓","Jan 16, 06:37 AM"
"Y-Shaped","Numba","201","52","<0.01s","<0.01s","<0.01s","115","0 MB","-","✓","Jan 16, 06:36 AM"
"Y-Shaped","Numba","201","52","<0.01s","<0.01s","<0.01s","115","0 MB","-","✓","Jan 16, 06:36 AM"
"Y-Shaped","Numba","201","52","<0.01s","<0.01s","<0.01s","115","0 MB","-","✓","Jan 16, 06:36 AM"
"Elbow 90°","Multiprocess","1 044 857","346 621","4m 12.7s","8.40s","557ms","0","1.44 GB","-","✓","Jan 16, 06:36 AM"
"Elbow 90°","Multiprocess","1 044 857","346 621","4m 4.3s","8.33s","563ms","0","1.45 GB","-","✓","Jan 16, 06:36 AM"
"Elbow 90°","Multiprocess","1 044 857","346 621","3m 57.1s","8.13s","546ms","0","1.45 GB","-","✓","Jan 16, 06:36 AM"
"Elbow 90°","Multiprocess","623 153","206 435","2m 6.3s","8.97s","301ms","0","646 MB","-","✓","Jan 16, 06:20 AM"
"Elbow 90°","Multiprocess","623 153","206 435","2m 5.1s","7.31s","299ms","0","615 MB","-","✓","Jan 16, 06:20 AM"
"Elbow 90°","Multiprocess","623 153","206 435","1m 58.0s","7.29s","223ms","0","653 MB","-","✓","Jan 16, 06:20 AM"
"Elbow 90°","Multiprocess","161 984","53 344","29.50s","6.07s","67ms","0","99 MB","-","✓","Jan 16, 06:12 AM"
"Elbow 90°","Multiprocess","161 984","53 344","29.36s","6.05s","65ms","0","100 MB","-","✓","Jan 16, 06:12 AM"
"Elbow 90°","Multiprocess","161 984","53 344","31.33s","7.65s","65ms","0","99 MB","-","✓","Jan 16, 06:12 AM"
"Elbow 90°","Multiprocess","411","111","4.40s","2.19s","<0.01s","0","0 MB","-","✓","Jan 16, 06:10 AM"
"Elbow 90°","Multiprocess","411","111","4.44s","2.22s","<0.01s","0","0 MB","-","✓","Jan 16, 06:10 AM"
"Elbow 90°","Multiprocess","411","111","4.45s","2.23s","<0.01s","0","0 MB","-","✓","Jan 16, 06:10 AM"
"Backward-Facing Step","Multiprocess","1 283 215","426 686","2m 21.9s","10.39s","721ms","0","1.89 GB","-","✓","Jan 16, 06:09 AM"
"Backward-Facing Step","Multiprocess","1 283 215","426 686","2m 18.9s","10.68s","725ms","0","1.90 GB","-","✓","Jan 16, 06:09 AM"
"Backward-Facing Step","Multiprocess","1 283 215","426 686","2m 26.2s","9.08s","714ms","0","1.75 GB","-","✓","Jan 16, 06:09 AM"
"Backward-Facing Step","Multiprocess","766 088","254 551","1m 16.5s","7.59s","384ms","0","1012 MB","-","✓","Jan 16, 06:00 AM"
"Backward-Facing Step","Multiprocess","766 088","254 551","1m 13.8s","7.61s","401ms","0","917 MB","-","✓","Jan 16, 06:00 AM"
"Backward-Facing Step","Multiprocess","766 088","254 551","1m 13.0s","7.67s","310ms","0","927 MB","-","✓","Jan 16, 06:00 AM"
"Backward-Facing Step","Multiprocess","195 362","64 713","21.12s","6.06s","58ms","0","121 MB","-","✓","Jan 16, 05:55 AM"
"Backward-Facing Step","Multiprocess","195 362","64 713","22.78s","7.77s","90ms","0","120 MB","-","✓","Jan 16, 05:55 AM"
"Backward-Facing Step","Multiprocess","195 362","64 713","23.87s","7.78s","83ms","0","120 MB","-","✓","Jan 16, 05:55 AM"
"Backward-Facing Step","Multiprocess","287","82","3.54s","1.30s","<0.01s","0","0 MB","-","✓","Jan 16, 05:54 AM"
"Backward-Facing Step","Multiprocess","287","82","3.49s","1.29s","<0.01s","0","0 MB","-","✓","Jan 16, 05:54 AM"
"Backward-Facing Step","Multiprocess","287","82","3.52s","1.30s","<0.01s","0","0 MB","-","✓","Jan 16, 05:54 AM"
"T-Junction","Multiprocess","1 291 289","429 176","1m 38.8s","9.05s","567ms","0","1.94 GB","-","✓","Jan 16, 05:53 AM"
"T-Junction","Multiprocess","1 291 289","429 176","1m 40.2s","9.00s","731ms","0","1.78 GB","-","✓","Jan 16, 05:53 AM"
"T-Junction","Multiprocess","1 291 289","429 176","1m 42.2s","10.82s","568ms","0","1.94 GB","-","✓","Jan 16, 05:53 AM"
"T-Junction","Multiprocess","768 898","255 333","55.75s","7.64s","303ms","0","1.02 GB","-","✓","Jan 16, 05:47 AM"
"T-Junction","Multiprocess","768 898","255 333","54.74s","7.68s","392ms","0","910 MB","-","✓","Jan 16, 05:47 AM"
"T-Junction","Multiprocess","768 898","255 333","53.77s","7.78s","368ms","0","1.03 GB","-","✓","Jan 16, 05:47 AM"
"T-Junction","Multiprocess","196 420","64 987","21.84s","7.75s","79ms","0","121 MB","-","✓","Jan 16, 05:43 AM"
"T-Junction","Multiprocess","196 420","64 987","21.19s","7.74s","82ms","0","121 MB","-","✓","Jan 16, 05:43 AM"
"T-Junction","Multiprocess","196 420","64 987","19.64s","6.13s","80ms","0","121 MB","-","✓","Jan 16, 05:43 AM"
"T-Junction","Multiprocess","393","102","4.40s","2.23s","<0.01s","0","0 MB","-","✓","Jan 16, 05:42 AM"
"T-Junction","Multiprocess","393","102","4.39s","2.18s","<0.01s","0","0 MB","-","✓","Jan 16, 05:42 AM"
"T-Junction","Multiprocess","393","102","4.43s","2.23s","<0.01s","0","0 MB","-","✓","Jan 16, 05:42 AM"
"S-Bend","Multiprocess","1 286 039","427 244","1m 41.7s","10.63s","705ms","0","1.95 GB","-","✓","Jan 16, 05:41 AM"
"S-Bend","Multiprocess","1 286 039","427 244","1m 41.2s","10.75s","705ms","0","1.96 GB","-","✓","Jan 16, 05:41 AM"
"S-Bend","Multiprocess","1 286 039","427 244","1m 42.2s","9.04s","703ms","0","1.95 GB","-","✓","Jan 16, 05:41 AM"
"S-Bend","Multiprocess","765 441","254 034","57.35s","7.65s","371ms","0","1.02 GB","-","✓","Jan 16, 05:34 AM"
"S-Bend","Multiprocess","765 441","254 034","57.78s","9.31s","370ms","0","962 MB","-","✓","Jan 16, 05:34 AM"
"S-Bend","Multiprocess","765 441","254 034","54.50s","9.30s","272ms","0","1.03 GB","-","✓","Jan 16, 05:34 AM"
"S-Bend","Multiprocess","196 078","64 787","18.06s","6.13s","85ms","0","121 MB","-","✓","Jan 16, 05:31 AM"
"S-Bend","Multiprocess","196 078","64 787","19.98s","6.09s","82ms","0","121 MB","-","✓","Jan 16, 05:31 AM"
"S-Bend","Multiprocess","196 078","64 787","18.00s","6.26s","89ms","0","121 MB","-","✓","Jan 16, 05:31 AM"
"S-Bend","Multiprocess","387","222","3.51s","1.30s","<0.01s","0","0 MB","-","✓","Jan 16, 05:30 AM"
"S-Bend","Multiprocess","387","222","3.49s","1.28s","<0.01s","0","0 MB","-","✓","Jan 16, 05:30 AM"
"S-Bend","Multiprocess","387","222","3.54s","1.31s","<0.01s","0","0 MB","-","✓","Jan 16, 05:30 AM"
"Venturi","Multiprocess","1 284 412","427 017","3m 1.8s","10.64s","728ms","0","1.97 GB","-","✓","Jan 16, 05:29 AM"
"Venturi","Multiprocess","1 284 412","427 017","2m 59.0s","10.68s","725ms","0","2.10 GB","-","✓","Jan 16, 05:29 AM"
"Venturi","Multiprocess","1 284 412","427 017","2m 57.9s","10.76s","722ms","0","1.69 GB","-","✓","Jan 16, 05:29 AM"
"Venturi","Multiprocess","763 707","253 704","1m 31.4s","7.69s","369ms","0","1.04 GB","-","✓","Jan 16, 05:17 AM"
"Venturi","Multiprocess","763 707","253 704","1m 32.1s","9.30s","385ms","0","967 MB","-","✓","Jan 16, 05:17 AM"
"Venturi","Multiprocess","763 707","253 704","1m 31.7s","9.28s","326ms","0","1004 MB","-","✓","Jan 16, 05:17 AM"
"Venturi","Multiprocess","194 325","64 334","24.52s","6.08s","79ms","0","120 MB","-","✓","Jan 16, 05:11 AM"
"Venturi","Multiprocess","194 325","64 334","26.10s","7.76s","80ms","0","120 MB","-","✓","Jan 16, 05:11 AM"
"Venturi","Multiprocess","194 325","64 334","26.09s","7.77s","80ms","0","120 MB","-","✓","Jan 16, 05:11 AM"
"Venturi","Multiprocess","341","86","3.51s","1.29s","<0.01s","0","0 MB","-","✓","Jan 16, 05:10 AM"
"Venturi","Multiprocess","341","86","3.51s","1.31s","<0.01s","0","0 MB","-","✓","Jan 16, 05:10 AM"
"Venturi","Multiprocess","341","86","3.53s","1.31s","<0.01s","0","0 MB","-","✓","Jan 16, 05:10 AM"
"Y-Shaped","Multiprocess","1 357 953","338 544","1m 30.2s","8.37s","792ms","0","1.59 GB","-","✓","Jan 16, 05:09 AM"
"Y-Shaped","Multiprocess","1 357 953","338 544","1m 32.9s","10.18s","739ms","0","1.59 GB","-","✓","Jan 16, 05:09 AM"
"Y-Shaped","Multiprocess","1 357 953","338 544","1m 36.6s","8.53s","807ms","0","1.59 GB","-","✓","Jan 16, 05:09 AM"
"Y-Shaped","Multiprocess","772 069","192 308","46.13s","7.14s","284ms","0","743 MB","-","✓","Jan 16, 05:03 AM"
"Y-Shaped","Multiprocess","772 069","192 308","47.82s","8.94s","271ms","0","742 MB","-","✓","Jan 16, 05:03 AM"
"Y-Shaped","Multiprocess","772 069","192 308","50.67s","8.86s","383ms","0","726 MB","-","✓","Jan 16, 05:03 AM"
"Y-Shaped","Multiprocess","195 853","48 607","16.46s","5.91s","54ms","0","90 MB","-","✓","Jan 16, 05:00 AM"
"Y-Shaped","Multiprocess","195 853","48 607","20.33s","7.61s","75ms","0","92 MB","-","✓","Jan 16, 05:00 AM"
"Y-Shaped","Multiprocess","195 853","48 607","20.39s","7.69s","76ms","0","91 MB","-","✓","Jan 16, 05:00 AM"
"Y-Shaped","Multiprocess","201","52","2.60s","1.32s","<0.01s","0","0 MB","-","✓","Jan 16, 04:59 AM"
"Y-Shaped","Multiprocess","201","52","2.58s","1.30s","<0.01s","0","0 MB","-","✓","Jan 16, 04:59 AM"
"Y-Shaped","Multiprocess","201","52","2.63s","1.32s","<0.01s","0","0 MB","-","✓","Jan 16, 04:59 AM"
"Elbow 90°","Threaded","1 044 857","346 621","5m 1.4s","42.15s","3m 58.5s","8150","1.60 GB","-","✓","Jan 16, 04:59 AM"
"Elbow 90°","Threaded","1 044 857","346 621","5m 1.0s","42.28s","3m 58.1s","8151","1.60 GB","-","✓","Jan 16, 04:59 AM"
"Elbow 90°","Threaded","1 044 857","346 621","4m 58.5s","42.08s","3m 55.8s","8152","1.61 GB","-","✓","Jan 16, 04:59 AM"
"Elbow 90°","Threaded","623 153","206 435","2m 22.0s","24.99s","1m 44.7s","6228","944 MB","-","✓","Jan 16, 04:39 AM"
"Elbow 90°","Threaded","623 153","206 435","2m 23.0s","25.03s","1m 45.9s","6226","951 MB","-","✓","Jan 16, 04:39 AM"
"Elbow 90°","Threaded","623 153","206 435","2m 23.2s","25.01s","1m 45.9s","6226","948 MB","-","✓","Jan 16, 04:39 AM"
"Elbow 90°","Threaded","161 984","53 344","22.36s","6.43s","12.88s","3132","100 MB","-","✓","Jan 16, 04:29 AM"
"Elbow 90°","Threaded","161 984","53 344","22.40s","6.41s","12.90s","3134","99 MB","-","✓","Jan 16, 04:29 AM"
"Elbow 90°","Threaded","161 984","53 344","22.35s","6.40s","12.87s","3135","105 MB","-","✓","Jan 16, 04:29 AM"
"Elbow 90°","Threaded","411","111","24ms","13ms","<0.01s","141","0 MB","-","✓","Jan 16, 04:28 AM"
"Elbow 90°","Threaded","411","111","32ms","15ms","<0.01s","141","0 MB","-","✓","Jan 16, 04:28 AM"
"Elbow 90°","Threaded","411","111","31ms","16ms","<0.01s","141","0 MB","-","✓","Jan 16, 04:28 AM"
"Backward-Facing Step","Threaded","1 283 215","426 686","7m 50.0s","51.59s","6m 33.1s","10 856","1.99 GB","-","✓","Jan 16, 04:28 AM"
"Backward-Facing Step","Threaded","1 283 215","426 686","7m 50.7s","51.25s","6m 34.6s","10 850","2.08 GB","-","✓","Jan 16, 04:28 AM"
"Backward-Facing Step","Threaded","1 283 215","426 686","7m 50.4s","51.36s","6m 33.8s","10 849","2.08 GB","-","✓","Jan 16, 04:28 AM"
"Backward-Facing Step","Threaded","766 088","254 551","3m 39.3s","30.72s","2m 53.7s","8102","1.24 GB","-","✓","Jan 16, 03:56 AM"
"Backward-Facing Step","Threaded","766 088","254 551","3m 37.5s","30.89s","2m 51.7s","8103","1.23 GB","-","✓","Jan 16, 03:56 AM"
"Backward-Facing Step","Threaded","766 088","254 551","3m 38.0s","30.93s","2m 52.0s","8104","1.09 GB","-","✓","Jan 16, 03:56 AM"
"Backward-Facing Step","Threaded","195 362","64 713","30.54s","7.80s","18.99s","3991","126 MB","-","✓","Jan 16, 03:42 AM"
"Backward-Facing Step","Threaded","195 362","64 713","30.79s","7.79s","19.20s","3993","128 MB","-","✓","Jan 16, 03:42 AM"
"Backward-Facing Step","Threaded","195 362","64 713","30.70s","7.84s","19.17s","3990","126 MB","-","✓","Jan 16, 03:42 AM"
"Backward-Facing Step","Threaded","287","82","28ms","13ms","<0.01s","137","0 MB","-","✓","Jan 16, 03:40 AM"
"Backward-Facing Step","Threaded","287","82","26ms","13ms","<0.01s","137","0 MB","-","✓","Jan 16, 03:40 AM"
"Backward-Facing Step","Threaded","287","82","27ms","13ms","<0.01s","137","0 MB","-","✓","Jan 16, 03:40 AM"
"T-Junction","Threaded","1 291 289","429 176","8m 17.5s","52.19s","6m 59.9s","11 576","2.16 GB","-","✓","Jan 16, 03:40 AM"
"T-Junction","Threaded","1 291 289","429 176","8m 18.4s","52.05s","7m 1.1s","11 586","2.03 GB","-","✓","Jan 16, 03:40 AM"
"T-Junction","Threaded","1 291 289","429 176","8m 16.3s","51.71s","6m 59.2s","11 585","2.12 GB","-","✓","Jan 16, 03:40 AM"
"T-Junction","Threaded","768 898","255 333","3m 51.1s","30.99s","3m 4.9s","8640","1.26 GB","-","✓","Jan 16, 03:06 AM"
"T-Junction","Threaded","768 898","255 333","3m 48.3s","31.07s","3m 2.1s","8635","1.13 GB","-","✓","Jan 16, 03:06 AM"
"T-Junction","Threaded","768 898","255 333","3m 51.9s","30.88s","3m 6.0s","8638","1.17 GB","-","✓","Jan 16, 03:06 AM"
"T-Junction","Threaded","196 420","64 987","32.74s","7.86s","21.14s","4319","139 MB","-","✓","Jan 16, 02:51 AM"
"T-Junction","Threaded","196 420","64 987","32.63s","7.87s","20.96s","4319","138 MB","-","✓","Jan 16, 02:51 AM"
"T-Junction","Threaded","196 420","64 987","32.47s","7.85s","20.82s","4319","143 MB","-","✓","Jan 16, 02:51 AM"
"T-Junction","Threaded","393","102","34ms","16ms","<0.01s","168","0 MB","-","✓","Jan 16, 02:49 AM"
"T-Junction","Threaded","393","102","25ms","14ms","<0.01s","168","0 MB","-","✓","Jan 16, 02:49 AM"
"T-Junction","Threaded","393","102","26ms","14ms","<0.01s","168","0 MB","-","✓","Jan 16, 02:49 AM"
"S-Bend","Threaded","1 286 039","427 244","8m 51.5s","51.68s","7m 34.5s","12 735","2.13 GB","-","✓","Jan 16, 02:49 AM"
"S-Bend","Threaded","1 286 039","427 244","8m 50.8s","51.41s","7m 34.2s","12 734","2.18 GB","-","✓","Jan 16, 02:49 AM"
"S-Bend","Threaded","1 286 039","427 244","8m 51.5s","52.06s","7m 34.0s","12 736","2.11 GB","-","✓","Jan 16, 02:49 AM"
"S-Bend","Threaded","765 441","254 034","4m 4.7s","30.73s","3m 18.8s","9484","1.32 GB","-","✓","Jan 16, 02:13 AM"
"S-Bend","Threaded","765 441","254 034","4m 4.1s","30.88s","3m 18.2s","9488","1.23 GB","-","✓","Jan 16, 02:13 AM"
"S-Bend","Threaded","765 441","254 034","4m 4.6s","30.63s","3m 19.0s","9489","1.33 GB","-","✓","Jan 16, 02:13 AM"
"S-Bend","Threaded","196 078","64 787","33.54s","7.39s","22.45s","4650","198 MB","-","✓","Jan 16, 01:57 AM"
"S-Bend","Threaded","196 078","64 787","33.90s","7.79s","22.40s","4649","129 MB","-","✓","Jan 16, 01:57 AM"
"S-Bend","Threaded","196 078","64 787","34.12s","7.80s","22.55s","4651","216 MB","-","✓","Jan 16, 01:57 AM"
"S-Bend","Threaded","387","222","25ms","13ms","<0.01s","156","0 MB","-","✓","Jan 16, 01:55 AM"
"S-Bend","Threaded","387","222","26ms","12ms","<0.01s","156","0 MB","-","✓","Jan 16, 01:55 AM"
"S-Bend","Threaded","387","222","20ms","10ms","<0.01s","156","0 MB","-","✓","Jan 16, 01:55 AM"
"Venturi","Threaded","1 284 412","427 017","7m 20.9s","51.88s","6m 3.4s","10 151","2.14 GB","-","✓","Jan 16, 01:55 AM"
"Venturi","Threaded","1 284 412","427 017","7m 22.1s","51.71s","6m 5.1s","10 151","2.14 GB","-","✓","Jan 16, 01:55 AM"
"Venturi","Threaded","1 284 412","427 017","7m 22.1s","51.58s","6m 5.2s","10 154","2.14 GB","-","✓","Jan 16, 01:55 AM"
"Venturi","Threaded","763 707","253 704","3m 30.2s","30.69s","2m 44.3s","7781","1.30 GB","-","✓","Jan 16, 01:25 AM"
"Venturi","Threaded","763 707","253 704","3m 31.4s","30.89s","2m 45.3s","7781","1.31 GB","-","✓","Jan 16, 01:25 AM"
"Venturi","Threaded","763 707","253 704","3m 29.9s","30.92s","2m 43.8s","7781","1.31 GB","-","✓","Jan 16, 01:25 AM"
"Venturi","Threaded","194 325","64 334","30.87s","7.84s","19.31s","4041","191 MB","-","✓","Jan 16, 01:11 AM"
"Venturi","Threaded","194 325","64 334","30.73s","7.60s","19.40s","4041","190 MB","-","✓","Jan 16, 01:11 AM"
"Venturi","Threaded","194 325","64 334","30.92s","7.80s","19.37s","4041","190 MB","-","✓","Jan 16, 01:11 AM"
"Venturi","Threaded","341","86","23ms","10ms","<0.01s","133","0 MB","-","✓","Jan 16, 01:09 AM"
"Venturi","Threaded","341","86","22ms","11ms","<0.01s","133","0 MB","-","✓","Jan 16, 01:09 AM"
"Venturi","Threaded","341","86","24ms","12ms","<0.01s","133","0 MB","-","✓","Jan 16, 01:09 AM"
"Y-Shaped","Threaded","1 357 953","338 544","7m 13.6s","41.19s","6m 10.9s","9871","1.86 GB","-","✓","Jan 16, 01:09 AM"
"Y-Shaped","Threaded","1 357 953","338 544","7m 15.4s","41.32s","6m 12.5s","9871","1.86 GB","-","✓","Jan 16, 01:09 AM"
"Y-Shaped","Threaded","1 357 953","338 544","7m 14.4s","41.30s","6m 11.1s","9871","1.87 GB","-","✓","Jan 16, 01:09 AM"
"Y-Shaped","Threaded","772 069","192 308","3m 6.3s","23.65s","2m 30.3s","7508","932 MB","-","✓","Jan 16, 12:40 AM"
"Y-Shaped","Threaded","772 069","192 308","3m 6.2s","23.61s","2m 30.4s","7508","972 MB","-","✓","Jan 16, 12:40 AM"
"Y-Shaped","Threaded","772 069","192 308","3m 7.8s","23.60s","2m 31.9s","7508","938 MB","-","✓","Jan 16, 12:40 AM"
"Y-Shaped","Threaded","195 853","48 607","25.90s","5.93s","16.98s","3741","163 MB","-","✓","Jan 16, 12:28 AM"
"Y-Shaped","Threaded","195 853","48 607","25.93s","5.92s","16.99s","3741","164 MB","-","✓","Jan 16, 12:28 AM"
"Y-Shaped","Threaded","195 853","48 607","25.92s","5.90s","16.97s","3741","161 MB","-","✓","Jan 16, 12:28 AM"
"Y-Shaped","Threaded","201","52","18ms","<0.01s","<0.01s","115","0 MB","-","✓","Jan 16, 12:26 AM"
"Y-Shaped","Threaded","201","52","21ms","<0.01s","<0.01s","115","0 MB","-","✓","Jan 16, 12:26 AM"
"Y-Shaped","Threaded","201","52","22ms","<0.01s","<0.01s","115","0 MB","-","✓","Jan 16, 12:26 AM"
"Elbow 90°","CPU","1 044 857","346 621","14m 24.4s","1m 51.0s","11m 59.3s","24 724","1.55 GB","-","✓","Jan 16, 12:26 AM"
"Elbow 90°","CPU","1 044 857","346 621","14m 27.5s","1m 51.0s","12m 2.4s","24 724","1.54 GB","-","✓","Jan 16, 12:26 AM"
"Elbow 90°","CPU","1 044 857","346 621","14m 25.8s","1m 50.6s","12m 1.2s","24 724","1.54 GB","-","✓","Jan 16, 12:26 AM"
"Elbow 90°","CPU","623 153","206 435","4m 52.0s","1m 5.7s","3m 26.0s","12 237","927 MB","-","✓","Jan 15, 11:29 PM"
"Elbow 90°","CPU","623 153","206 435","4m 54.8s","1m 5.7s","3m 28.9s","12 237","930 MB","-","✓","Jan 15, 11:29 PM"
"Elbow 90°","CPU","623 153","206 435","4m 51.1s","1m 5.9s","3m 25.0s","12 237","930 MB","-","✓","Jan 15, 11:29 PM"
"Elbow 90°","CPU","161 984","53 344","41.69s","16.95s","19.53s","4721","173 MB","-","✓","Jan 15, 11:09 PM"
"Elbow 90°","CPU","161 984","53 344","41.78s","17.01s","19.54s","4721","205 MB","-","✓","Jan 15, 11:09 PM"
"Elbow 90°","CPU","161 984","53 344","41.87s","17.07s","19.54s","4721","205 MB","-","✓","Jan 15, 11:09 PM"
"Elbow 90°","CPU","411","111","51ms","35ms","<0.01s","141","0 MB","-","✓","Jan 15, 11:06 PM"
"Elbow 90°","CPU","411","111","53ms","36ms","<0.01s","141","0 MB","-","✓","Jan 15, 11:06 PM"
"Elbow 90°","CPU","411","111","55ms","38ms","<0.01s","141","0 MB","-","✓","Jan 15, 11:06 PM"
"Backward-Facing Step","CPU","1 283 215","426 686","12m 9.4s","2m 15.9s","9m 11.6s","15 321","1.95 GB","-","✓","Jan 15, 11:06 PM"
"Backward-Facing Step","CPU","1 283 215","426 686","12m 7.0s","2m 16.1s","9m 9.1s","15 321","1.96 GB","-","✓","Jan 15, 11:06 PM"
"Backward-Facing Step","CPU","1 283 215","426 686","12m 9.6s","2m 15.6s","9m 12.1s","15 321","1.97 GB","-","✓","Jan 15, 11:06 PM"
"Backward-Facing Step","CPU","766 088","254 551","10m 7.1s","1m 18.0s","8m 24.3s","23 700","1.17 GB","-","✓","Jan 15, 10:18 PM"
"Backward-Facing Step","CPU","766 088","254 551","10m 14.5s","1m 21.3s","8m 29.3s","23 700","1.18 GB","-","✓","Jan 15, 10:18 PM"
"Backward-Facing Step","CPU","766 088","254 551","10m 15.6s","1m 20.7s","8m 30.0s","23 700","1.19 GB","-","✓","Jan 15, 10:18 PM"
"Backward-Facing Step","CPU","195 362","64 713","47.41s","20.63s","20.45s","4226","158 MB","-","✓","Jan 15, 08:51 PM"
"Backward-Facing Step","CPU","195 362","64 713","47.36s","20.71s","20.26s","4226","156 MB","-","✓","Jan 15, 08:51 PM"
"Backward-Facing Step","CPU","195 362","64 713","47.28s","20.83s","20.08s","4226","154 MB","-","✓","Jan 15, 08:51 PM"
"Backward-Facing Step","CPU","287","82","45ms","28ms","<0.01s","137","0 MB","-","✓","Jan 15, 08:47 PM"
"Backward-Facing Step","CPU","287","82","41ms","27ms","<0.01s","137","0 MB","-","✓","Jan 15, 08:47 PM"
"Backward-Facing Step","CPU","287","82","40ms","27ms","<0.01s","137","0 MB","-","✓","Jan 15, 08:47 PM"
"T-Junction","CPU","1 291 289","429 176","19m 5.8s","2m 17.7s","16m 5.6s","27 001","1.86 GB","-","✓","Jan 15, 08:47 PM"
"T-Junction","CPU","1 291 289","429 176","19m 9.4s","2m 17.9s","16m 9.3s","27 001","1.87 GB","-","✓","Jan 15, 08:47 PM"
"T-Junction","CPU","1 291 289","429 176","19m 4.5s","2m 14.7s","16m 7.3s","27 001","1.86 GB","-","✓","Jan 15, 08:47 PM"
"T-Junction","CPU","768 898","255 333","28m 19.7s","1m 21.5s","26m 33.1s","76 139","1.07 GB","-","✓","Jan 15, 07:31 PM"
"T-Junction","CPU","768 898","255 333","28m 42.1s","1m 20.3s","26m 56.7s","76 139","1.06 GB","-","✓","Jan 15, 07:31 PM"
"T-Junction","CPU","768 898","255 333","28m 39.3s","1m 22.0s","26m 52.1s","76 139","1.07 GB","-","✓","Jan 15, 07:31 PM"
"T-Junction","CPU","196 420","64 987","47.96s","20.89s","20.66s","4319","180 MB","-","✓","Jan 15, 05:37 PM"
"T-Junction","CPU","196 420","64 987","47.90s","20.96s","20.55s","4319","157 MB","-","✓","Jan 15, 05:37 PM"
"T-Junction","CPU","196 420","64 987","47.93s","20.90s","20.60s","4319","180 MB","-","✓","Jan 15, 05:37 PM"
"T-Junction","CPU","393","102","56ms","36ms","<0.01s","168","0 MB","-","✓","Jan 15, 05:34 PM"
"T-Junction","CPU","393","102","53ms","36ms","<0.01s","168","0 MB","-","✓","Jan 15, 05:34 PM"
"T-Junction","CPU","393","102","52ms","36ms","<0.01s","168","-","-","✓","Jan 15, 05:34 PM"
"S-Bend","CPU","1 286 039","427 244","56m 1.7s","2m 17.9s","53m 1.6s","91 758","1.87 GB","-","✓","Jan 15, 05:34 PM"
"S-Bend","CPU","1 286 039","427 244","56m 6.2s","2m 18.0s","53m 6.0s","91 758","1.87 GB","-","✓","Jan 15, 05:34 PM"
"S-Bend","CPU","1 286 039","427 244","55m 55.7s","2m 16.0s","52m 57.6s","91 758","1.88 GB","-","✓","Jan 15, 05:34 PM"
"S-Bend","CPU","765 441","254 034","8m 8.7s","1m 21.2s","6m 22.5s","18 874","1.08 GB","-","✓","Jan 15, 01:50 PM"
"S-Bend","CPU","765 441","254 034","8m 11.2s","1m 21.8s","6m 24.5s","18 874","1.07 GB","-","✓","Jan 15, 01:50 PM"
"S-Bend","CPU","765 441","254 034","8m 11.0s","1m 21.4s","6m 24.6s","18 874","1.09 GB","-","✓","Jan 15, 01:50 PM"
"S-Bend","CPU","196 078","64 787","51.44s","20.77s","24.28s","5061","208 MB","-","✓","Jan 15, 01:17 PM"
"S-Bend","CPU","196 078","64 787","51.62s","20.81s","24.42s","5061","206 MB","-","✓","Jan 15, 01:17 PM"
"S-Bend","CPU","196 078","64 787","52.06s","20.92s","24.74s","5061","178 MB","-","✓","Jan 15, 01:17 PM"
"S-Bend","CPU","387","222","45ms","28ms","<0.01s","156","0 MB","-","✓","Jan 15, 01:13 PM"
"S-Bend","CPU","387","222","41ms","27ms","<0.01s","156","0 MB","-","✓","Jan 15, 01:13 PM"
"S-Bend","CPU","387","222","39ms","26ms","<0.01s","156","0 MB","-","✓","Jan 15, 01:13 PM"
"Venturi","CPU","1 284 412","427 017","18m 25.1s","2m 8.8s","15m 34.4s","26 333","1.91 GB","-","✓","Jan 15, 01:13 PM"
"Venturi","CPU","1 284 412","427 017","18m 40.4s","2m 17.5s","15m 40.7s","26 333","1.91 GB","-","✓","Jan 15, 01:13 PM"
"Venturi","CPU","1 284 412","427 017","18m 40.3s","2m 17.8s","15m 40.3s","26 333","1.90 GB","-","✓","Jan 15, 01:13 PM"
"Venturi","CPU","763 707","253 704","6m 29.3s","50.59s","5m 24.0s","16 093","1.11 GB","-","✓","Jan 15, 11:59 AM"
"Venturi","CPU","763 707","253 704","6m 39.9s","51.28s","5m 23.9s","16 093","1.11 GB","-","✓","Jan 15, 11:59 AM"
