"Model","Solver","Nodes","Elements","Total Time","Assembly","Solve","Iterations","Peak RAM","Peak VRAM","Status","Date"
"Backward-Facing Step","GPU","1 283 215","426 686","13.16s","20ms","12.23s","10 851","33 MB","1.92 GB","✓","Jan 7, 07:59 PM"
"Backward-Facing Step","GPU","766 088","254 551","6.25s","12ms","5.65s","8099","20 MB","1.15 GB","✓","Jan 7, 07:58 PM"
"Backward-Facing Step","GPU","766 088","254 551","6.25s","12ms","5.65s","8103","19 MB","1.15 GB","✓","Jan 7, 07:58 PM"
"Backward-Facing Step","GPU","766 088","254 551","6.26s","11ms","5.67s","8103","19 MB","1.15 GB","✓","Jan 7, 07:58 PM"
"Backward-Facing Step","GPU","195 362","64 713","1.45s","<0.01s","1.29s","3991","5 MB","161 MB","✓","Jan 7, 07:58 PM"
"Backward-Facing Step","GPU","195 362","64 713","1.41s","<0.01s","1.24s","3990","5 MB","161 MB","✓","Jan 7, 07:58 PM"
"Backward-Facing Step","GPU","195 362","64 713","1.44s","<0.01s","1.27s","3991","5 MB","161 MB","✓","Jan 7, 07:58 PM"
"Backward-Facing Step","GPU","287","82","48ms","<0.01s","34ms","137","0 MB","-","✓","Jan 7, 07:58 PM"
"Backward-Facing Step","GPU","287","82","48ms","<0.01s","34ms","137","0 MB","-","✓","Jan 7, 07:58 PM"
"Backward-Facing Step","GPU","287","82","51ms","<0.01s","35ms","137","0 MB","-","✓","Jan 7, 07:58 PM"
"T-Junction","GPU","1 291 289","429 176","14.01s","19ms","12.98s","11 230","33 MB","1.93 GB","✓","Jan 7, 07:58 PM"
"T-Junction","GPU","1 291 289","429 176","14.03s","20ms","13.01s","11 231","33 MB","1.93 GB","✓","Jan 7, 07:58 PM"
"T-Junction","GPU","1 291 289","429 176","14.01s","20ms","12.97s","11 219","33 MB","1.93 GB","✓","Jan 7, 07:58 PM"
"T-Junction","GPU","768 898","255 333","6.72s","12ms","6.09s","8637","20 MB","1.15 GB","✓","Jan 7, 07:57 PM"
"T-Junction","GPU","768 898","255 333","6.83s","12ms","6.15s","8637","20 MB","1.16 GB","✓","Jan 7, 07:57 PM"
"T-Junction","GPU","768 898","255 333","7.04s","12ms","6.36s","8639","20 MB","1.15 GB","✓","Jan 7, 07:57 PM"
"T-Junction","GPU","196 420","64 987","1.60s","<0.01s","1.39s","4319","5 MB","162 MB","✓","Jan 7, 07:56 PM"
"T-Junction","GPU","196 420","64 987","1.66s","<0.01s","1.46s","4319","5 MB","162 MB","✓","Jan 7, 07:56 PM"
"T-Junction","GPU","196 420","64 987","1.61s","<0.01s","1.39s","4319","5 MB","331 MB","✓","Jan 7, 07:56 PM"
"T-Junction","GPU","393","102","72ms","<0.01s","56ms","167","0 MB","-","✓","Jan 7, 07:56 PM"
"T-Junction","GPU","393","102","75ms","<0.01s","57ms","167","0 MB","-","✓","Jan 7, 07:56 PM"
"T-Junction","GPU","393","102","60ms","<0.01s","40ms","167","0 MB","-","✓","Jan 7, 07:56 PM"
"S-Bend","GPU","1 286 039","427 244","15.91s","20ms","14.90s","12 731","33 MB","2.74 GB","✓","Jan 7, 07:56 PM"
"S-Bend","GPU","1 286 039","427 244","15.87s","20ms","14.86s","12 731","33 MB","2.74 GB","✓","Jan 7, 07:56 PM"
"S-Bend","GPU","1 286 039","427 244","15.69s","20ms","14.68s","12 735","33 MB","2.74 GB","✓","Jan 7, 07:56 PM"
"S-Bend","GPU","765 441","254 034","7.22s","12ms","6.59s","9482","19 MB","1.63 GB","✓","Jan 7, 07:55 PM"
"S-Bend","GPU","765 441","254 034","7.26s","12ms","6.63s","9484","19 MB","1.63 GB","✓","Jan 7, 07:55 PM"
"S-Bend","GPU","765 441","254 034","7.26s","12ms","6.63s","9486","19 MB","1.63 GB","✓","Jan 7, 07:55 PM"
"S-Bend","GPU","196 078","64 787","1.65s","<0.01s","1.46s","4650","5 MB","162 MB","✓","Jan 7, 07:55 PM"
"S-Bend","GPU","196 078","64 787","1.67s","<0.01s","1.47s","4650","5 MB","160 MB","✓","Jan 7, 07:55 PM"
"S-Bend","GPU","196 078","64 787","1.66s","<0.01s","1.46s","4650","5 MB","162 MB","✓","Jan 7, 07:55 PM"
"S-Bend","GPU","387","222","61ms","<0.01s","42ms","156","0 MB","-","✓","Jan 7, 07:54 PM"
"S-Bend","GPU","387","222","59ms","<0.01s","43ms","157","0 MB","-","✓","Jan 7, 07:54 PM"
"S-Bend","GPU","387","222","61ms","<0.01s","42ms","157","0 MB","-","✓","Jan 7, 07:54 PM"
"Venturi","GPU","1 284 412","427 017","12.74s","19ms","11.45s","10 144","33 MB","2.74 GB","✓","Jan 7, 07:54 PM"
"Venturi","GPU","1 284 412","427 017","12.80s","20ms","11.50s","10 147","33 MB","2.74 GB","✓","Jan 7, 07:54 PM"
"Venturi","GPU","1 284 412","427 017","12.84s","19ms","11.54s","10 148","33 MB","2.74 GB","✓","Jan 7, 07:54 PM"
"Venturi","GPU","763 707","253 704","6.31s","12ms","5.47s","7776","19 MB","1.63 GB","✓","Jan 7, 07:54 PM"
"Venturi","GPU","763 707","253 704","6.31s","12ms","5.46s","7777","19 MB","1.63 GB","✓","Jan 7, 07:54 PM"
"Venturi","GPU","763 707","253 704","6.27s","12ms","5.46s","7775","19 MB","1.63 GB","✓","Jan 7, 07:54 PM"
"Venturi","GPU","194 325","64 334","1.53s","<0.01s","1.24s","4034","5 MB","160 MB","✓","Jan 7, 07:53 PM"
"Venturi","GPU","194 325","64 334","1.54s","<0.01s","1.26s","4034","5 MB","160 MB","✓","Jan 7, 07:53 PM"
"Venturi","GPU","194 325","64 334","1.60s","<0.01s","1.30s","4038","5 MB","159 MB","✓","Jan 7, 07:53 PM"
"Venturi","GPU","341","86","54ms","<0.01s","34ms","133","0 MB","-","✓","Jan 7, 07:53 PM"
"Venturi","GPU","341","86","52ms","<0.01s","32ms","133","0 MB","-","✓","Jan 7, 07:53 PM"
"Venturi","GPU","341","86","50ms","<0.01s","31ms","132","0 MB","-","✓","Jan 7, 07:53 PM"
"Y-Shaped","GPU","1 357 953","338 544","12.20s","16ms","10.96s","9871","31 MB","2.20 GB","✓","Jan 7, 07:53 PM"
"Y-Shaped","GPU","1 357 953","338 544","12.24s","16ms","10.97s","9871","31 MB","2.20 GB","✓","Jan 7, 07:53 PM"
"Y-Shaped","GPU","1 357 953","338 544","12.31s","16ms","11.02s","9871","31 MB","2.20 GB","✓","Jan 7, 07:53 PM"
"Y-Shaped","GPU","772 069","192 308","5.73s","<0.01s","4.95s","7508","18 MB","518 MB","✓","Jan 7, 07:52 PM"
"Y-Shaped","GPU","772 069","192 308","5.74s","<0.01s","4.93s","7508","18 MB","785 MB","✓","Jan 7, 07:52 PM"
"Y-Shaped","GPU","772 069","192 308","5.70s","<0.01s","4.91s","7508","18 MB","518 MB","✓","Jan 7, 07:52 PM"
"Y-Shaped","GPU","195 853","48 607","1.39s","<0.01s","1.10s","3741","7 MB","129 MB","✓","Jan 7, 07:52 PM"
"Y-Shaped","GPU","195 853","48 607","1.38s","<0.01s","1.10s","3741","5 MB","129 MB","✓","Jan 7, 07:52 PM"
"Y-Shaped","GPU","195 853","48 607","1.37s","<0.01s","1.09s","3741","5 MB","129 MB","✓","Jan 7, 07:52 PM"
"Y-Shaped","GPU","201","52","50ms","<0.01s","32ms","115","0 MB","-","✓","Jan 7, 07:52 PM"
"Y-Shaped","GPU","201","52","47ms","<0.01s","30ms","115","0 MB","-","✓","Jan 7, 07:52 PM"
"Y-Shaped","GPU","201","52","46ms","<0.01s","29ms","115","0 MB","-","✓","Jan 7, 07:52 PM"
"Elbow 90°","Numba CUDA","1 044 857","346 621","14.73s","4.48s","7.60s","8360","1.56 GB","509 MB","✓","Jan 7, 07:52 PM"
"Elbow 90°","Numba CUDA","1 044 857","346 621","14.62s","4.40s","7.63s","8360","1.56 GB","517 MB","✓","Jan 7, 07:52 PM"
"Elbow 90°","Numba CUDA","1 044 857","346 621","14.83s","4.45s","7.61s","8360","1.57 GB","517 MB","✓","Jan 7, 07:52 PM"
"Elbow 90°","Numba CUDA","623 153","206 435","7.94s","2.69s","3.72s","6332","645 MB","303 MB","✓","Jan 7, 07:51 PM"
"Elbow 90°","Numba CUDA","623 153","206 435","8.13s","2.70s","3.87s","6332","647 MB","308 MB","✓","Jan 7, 07:51 PM"
"Elbow 90°","Numba CUDA","623 153","206 435","8.40s","2.68s","4.07s","6332","649 MB","308 MB","✓","Jan 7, 07:51 PM"
"Elbow 90°","Numba CUDA","161 984","53 344","2.15s","690ms","1.04s","3202","65 MB","79 MB","✓","Jan 7, 07:50 PM"
"Elbow 90°","Numba CUDA","161 984","53 344","2.08s","692ms","1.04s","3202","64 MB","79 MB","✓","Jan 7, 07:50 PM"
"Elbow 90°","Numba CUDA","161 984","53 344","2.06s","687ms","938ms","3202","65 MB","80 MB","✓","Jan 7, 07:50 PM"
"Elbow 90°","Numba CUDA","411","111","41ms","<0.01s","34ms","141","0 MB","-","✓","Jan 7, 07:50 PM"
"Elbow 90°","Numba CUDA","411","111","45ms","<0.01s","38ms","141","0 MB","-","✓","Jan 7, 07:50 PM"
"Elbow 90°","Numba CUDA","411","111","45ms","<0.01s","39ms","141","0 MB","-","✓","Jan 7, 07:50 PM"
"Backward-Facing Step","Numba CUDA","1 283 215","426 686","21.01s","5.51s","12.17s","10 881","2.10 GB","636 MB","✓","Jan 7, 07:50 PM"
"Backward-Facing Step","Numba CUDA","1 283 215","426 686","20.99s","5.38s","12.20s","10 881","2.10 GB","636 MB","✓","Jan 7, 07:50 PM"
"Backward-Facing Step","Numba CUDA","1 283 215","426 686","20.89s","5.40s","12.28s","10 881","2.10 GB","636 MB","✓","Jan 7, 07:50 PM"
"Backward-Facing Step","Numba CUDA","766 088","254 551","11.54s","3.26s","5.98s","8539","1003 MB","379 MB","✓","Jan 7, 07:49 PM"
"Backward-Facing Step","Numba CUDA","766 088","254 551","11.17s","3.21s","5.99s","8539","1006 MB","379 MB","✓","Jan 7, 07:49 PM"
"Backward-Facing Step","Numba CUDA","766 088","254 551","11.36s","3.29s","5.98s","8539","960 MB","379 MB","✓","Jan 7, 07:49 PM"
"Backward-Facing Step","Numba CUDA","195 362","64 713","2.54s","836ms","1.23s","3992","127 MB","95 MB","✓","Jan 7, 07:48 PM"
"Backward-Facing Step","Numba CUDA","195 362","64 713","2.54s","834ms","1.22s","3992","127 MB","97 MB","✓","Jan 7, 07:48 PM"
"Backward-Facing Step","Numba CUDA","195 362","64 713","2.60s","820ms","1.23s","3992","77 MB","95 MB","✓","Jan 7, 07:48 PM"
"Backward-Facing Step","Numba CUDA","287","82","39ms","<0.01s","33ms","137","0 MB","-","✓","Jan 7, 07:48 PM"
"Backward-Facing Step","Numba CUDA","287","82","39ms","<0.01s","33ms","137","0 MB","-","✓","Jan 7, 07:48 PM"
"Backward-Facing Step","Numba CUDA","287","82","39ms","<0.01s","33ms","137","0 MB","-","✓","Jan 7, 07:48 PM"
"T-Junction","Numba CUDA","1 291 289","429 176","22.06s","5.55s","13.12s","11 757","2.14 GB","639 MB","✓","Jan 7, 07:48 PM"
"T-Junction","Numba CUDA","1 291 289","429 176","22.32s","5.65s","13.24s","11 757","2.14 GB","639 MB","✓","Jan 7, 07:48 PM"
"T-Junction","Numba CUDA","1 291 289","429 176","22.11s","5.43s","13.27s","11 757","1.99 GB","639 MB","✓","Jan 7, 07:48 PM"
"T-Junction","Numba CUDA","768 898","255 333","11.80s","3.23s","6.40s","9197","981 MB","381 MB","✓","Jan 7, 07:46 PM"
"T-Junction","Numba CUDA","768 898","255 333","11.79s","3.30s","6.42s","9197","984 MB","375 MB","✓","Jan 7, 07:46 PM"
"T-Junction","Numba CUDA","768 898","255 333","11.78s","3.30s","6.46s","9197","988 MB","381 MB","✓","Jan 7, 07:46 PM"
"T-Junction","Numba CUDA","196 420","64 987","2.70s","837ms","1.38s","4319","127 MB","97 MB","✓","Jan 7, 07:45 PM"
"T-Junction","Numba CUDA","196 420","64 987","2.69s","836ms","1.37s","4319","127 MB","97 MB","✓","Jan 7, 07:45 PM"
"T-Junction","Numba CUDA","196 420","64 987","2.69s","822ms","1.39s","4319","77 MB","97 MB","✓","Jan 7, 07:45 PM"
"T-Junction","Numba CUDA","393","102","51ms","<0.01s","44ms","168","0 MB","-","✓","Jan 7, 07:45 PM"
"T-Junction","Numba CUDA","393","102","49ms","<0.01s","43ms","168","0 MB","-","✓","Jan 7, 07:45 PM"
"T-Junction","Numba CUDA","393","102","48ms","<0.01s","42ms","168","0 MB","-","✓","Jan 7, 07:45 PM"
"S-Bend","Numba CUDA","1 286 039","427 244","24.17s","5.51s","15.08s","13 252","2.00 GB","637 MB","✓","Jan 7, 07:45 PM"
"S-Bend","Numba CUDA","1 286 039","427 244","23.94s","5.61s","15.17s","13 252","2.00 GB","637 MB","✓","Jan 7, 07:45 PM"
"S-Bend","Numba CUDA","1 286 039","427 244","23.99s","5.51s","15.00s","13 252","2.00 GB","637 MB","✓","Jan 7, 07:45 PM"
"S-Bend","Numba CUDA","765 441","254 034","12.01s","3.27s","6.60s","9587","1.02 GB","379 MB","✓","Jan 7, 07:44 PM"
"S-Bend","Numba CUDA","765 441","254 034","11.81s","3.21s","6.61s","9587","1.03 GB","379 MB","✓","Jan 7, 07:44 PM"
"S-Bend","Numba CUDA","765 441","254 034","11.74s","3.21s","6.60s","9587","1.03 GB","379 MB","✓","Jan 7, 07:44 PM"
"S-Bend","Numba CUDA","196 078","64 787","2.79s","824ms","1.48s","4654","76 MB","97 MB","✓","Jan 7, 07:43 PM"
"S-Bend","Numba CUDA","196 078","64 787","2.75s","839ms","1.43s","4654","127 MB","97 MB","✓","Jan 7, 07:43 PM"
"S-Bend","Numba CUDA","196 078","64 787","2.78s","818ms","1.42s","4654","77 MB","97 MB","✓","Jan 7, 07:43 PM"
"S-Bend","Numba CUDA","387","222","48ms","<0.01s","42ms","156","0 MB","-","✓","Jan 7, 07:43 PM"
"S-Bend","Numba CUDA","387","222","46ms","<0.01s","40ms","156","0 MB","-","✓","Jan 7, 07:43 PM"
"S-Bend","Numba CUDA","387","222","50ms","<0.01s","44ms","156","0 MB","-","✓","Jan 7, 07:43 PM"
"Venturi","Numba CUDA","1 284 412","427 017","20.76s","5.42s","11.77s","10 453","2.17 GB","636 MB","✓","Jan 7, 07:43 PM"
"Venturi","Numba CUDA","1 284 412","427 017","20.74s","5.47s","11.79s","10 453","2.17 GB","636 MB","✓","Jan 7, 07:43 PM"
"Venturi","Numba CUDA","1 284 412","427 017","20.86s","5.50s","11.77s","10 453","2.17 GB","636 MB","✓","Jan 7, 07:43 PM"
"Venturi","Numba CUDA","763 707","253 704","10.84s","3.26s","5.51s","7896","1019 MB","378 MB","✓","Jan 7, 07:41 PM"
"Venturi","Numba CUDA","763 707","253 704","10.70s","3.22s","5.54s","7896","1.05 GB","378 MB","✓","Jan 7, 07:41 PM"
"Venturi","Numba CUDA","763 707","253 704","10.57s","3.20s","5.49s","7896","1.00 GB","378 MB","✓","Jan 7, 07:41 PM"
"Venturi","Numba CUDA","194 325","64 334","2.54s","812ms","1.25s","4043","76 MB","96 MB","✓","Jan 7, 07:40 PM"
"Venturi","Numba CUDA","194 325","64 334","2.54s","818ms","1.24s","4043","76 MB","95 MB","✓","Jan 7, 07:40 PM"
"Venturi","Numba CUDA","194 325","64 334","2.61s","814ms","1.26s","4043","77 MB","95 MB","✓","Jan 7, 07:40 PM"
"Venturi","Numba CUDA","341","86","42ms","<0.01s","36ms","132","0 MB","-","✓","Jan 7, 07:40 PM"
"Venturi","Numba CUDA","341","86","40ms","<0.01s","34ms","132","0 MB","-","✓","Jan 7, 07:40 PM"
