"Model","Solver","Nodes","Elements","Total Time","Assembly","Solve","Iterations","Peak RAM","Peak VRAM","Status","Date"
"T-Junction","GPU","768 898","255 333","3.88s","<0.01s","3.41s","8633","-","679 MB","✓","Jan 9, 07:06 AM"
"T-Junction","GPU","768 898","255 333","3.89s","<0.01s","3.41s","8640","-","679 MB","✓","Jan 9, 07:06 AM"
"T-Junction","GPU","768 898","255 333","3.87s","<0.01s","3.41s","8635","-","679 MB","✓","Jan 9, 07:06 AM"
"S-Bend","GPU","1 286 039","427 244","7.76s","<0.01s","7.05s","12 739","-","1.11 GB","✓","Jan 9, 07:05 AM"
"S-Bend","GPU","1 286 039","427 244","7.78s","<0.01s","7.07s","12 733","-","1.11 GB","✓","Jan 9, 07:05 AM"
"S-Bend","GPU","1 286 039","427 244","7.74s","<0.01s","7.04s","12 726","-","2.94 GB","✓","Jan 9, 07:05 AM"
"S-Bend","GPU","765 441","254 034","4.19s","<0.01s","3.73s","9482","-","675 MB","✓","Jan 9, 07:05 AM"
"S-Bend","GPU","765 441","254 034","4.20s","<0.01s","3.73s","9484","-","1.87 GB","✓","Jan 9, 07:05 AM"
"S-Bend","GPU","765 441","254 034","4.19s","<0.01s","3.73s","9483","-","1.14 GB","✓","Jan 9, 07:05 AM"
"Venturi","GPU","1 284 412","427 017","6.50s","<0.01s","5.53s","10 147","-","3.04 GB","✓","Jan 9, 07:04 AM"
"Venturi","GPU","1 284 412","427 017","6.51s","<0.01s","5.53s","10 145","-","3.04 GB","✓","Jan 9, 07:04 AM"
"Venturi","GPU","1 284 412","427 017","6.51s","<0.01s","5.53s","10 145","-","3.25 GB","✓","Jan 9, 07:04 AM"
"Venturi","GPU","763 707","253 704","3.72s","<0.01s","3.05s","7776","-","675 MB","✓","Jan 9, 07:04 AM"
"Venturi","GPU","763 707","253 704","3.73s","<0.01s","3.05s","7777","-","675 MB","✓","Jan 9, 07:04 AM"
"Venturi","GPU","763 707","253 704","3.71s","<0.01s","3.04s","7780","-","675 MB","✓","Jan 9, 07:04 AM"
"Y-Shaped","GPU","1 357 953","338 544","6.09s","<0.01s","5.08s","9871","-","921 MB","✓","Jan 9, 07:04 AM"
"Y-Shaped","GPU","1 357 953","338 544","6.10s","<0.01s","5.08s","9871","-","2.22 GB","✓","Jan 9, 07:04 AM"
"Y-Shaped","GPU","1 357 953","338 544","6.08s","<0.01s","5.07s","9871","-","912 MB","✓","Jan 9, 07:04 AM"
"Y-Shaped","GPU","772 069","192 308","3.31s","<0.01s","2.66s","7508","-","518 MB","✓","Jan 9, 07:03 AM"
"Y-Shaped","GPU","772 069","192 308","3.31s","<0.01s","2.65s","7508","-","524 MB","✓","Jan 9, 07:03 AM"
"Y-Shaped","GPU","772 069","192 308","3.31s","<0.01s","2.66s","7508","-","524 MB","✓","Jan 9, 07:03 AM"
"Elbow 90°","Numba CUDA","1 044 857","346 621","10.29s","3.70s","4.18s","8363","1.21 GB","517 MB","✓","Jan 9, 07:03 AM"
"Elbow 90°","Numba CUDA","1 044 857","346 621","10.26s","3.69s","4.15s","8363","1.21 GB","501 MB","✓","Jan 9, 07:03 AM"
"Elbow 90°","Numba CUDA","1 044 857","346 621","10.27s","3.69s","4.05s","8363","1.40 GB","517 MB","✓","Jan 9, 07:03 AM"
"Elbow 90°","Numba CUDA","623 153","206 435","5.95s","2.20s","2.39s","6332","478 MB","303 MB","✓","Jan 9, 07:02 AM"
"Elbow 90°","Numba CUDA","623 153","206 435","6.04s","2.21s","2.36s","6332","480 MB","308 MB","✓","Jan 9, 07:02 AM"
"Elbow 90°","Numba CUDA","623 153","206 435","5.95s","2.19s","2.37s","6332","482 MB","303 MB","✓","Jan 9, 07:02 AM"
"Backward-Facing Step","Numba CUDA","1 283 215","426 686","13.97s","4.59s","6.22s","10 876","1.78 GB","636 MB","✓","Jan 9, 07:02 AM"
"Backward-Facing Step","Numba CUDA","1 283 215","426 686","13.98s","4.57s","6.18s","10 876","1.70 GB","626 MB","✓","Jan 9, 07:02 AM"
"Backward-Facing Step","Numba CUDA","1 283 215","426 686","14.21s","4.60s","6.19s","10 876","1.93 GB","636 MB","✓","Jan 9, 07:02 AM"
"Backward-Facing Step","Numba CUDA","766 088","254 551","8.03s","2.70s","3.50s","8544","798 MB","379 MB","✓","Jan 9, 07:01 AM"
"Backward-Facing Step","Numba CUDA","766 088","254 551","8.02s","2.71s","3.50s","8544","754 MB","379 MB","✓","Jan 9, 07:01 AM"
"Backward-Facing Step","Numba CUDA","766 088","254 551","8.16s","2.72s","3.50s","8544","893 MB","379 MB","✓","Jan 9, 07:01 AM"
"T-Junction","Numba CUDA","1 291 289","429 176","14.71s","4.62s","6.71s","11 757","1.96 GB","639 MB","✓","Jan 9, 07:00 AM"
"T-Junction","Numba CUDA","1 291 289","429 176","14.58s","4.63s","6.63s","11 757","1.96 GB","639 MB","✓","Jan 9, 07:00 AM"
"T-Junction","Numba CUDA","1 291 289","429 176","14.39s","4.63s","6.65s","11 757","1.81 GB","639 MB","✓","Jan 9, 07:00 AM"
"T-Junction","Numba CUDA","768 898","255 333","8.45s","2.73s","3.75s","9206","774 MB","381 MB","✓","Jan 9, 06:59 AM"
"T-Junction","Numba CUDA","768 898","255 333","8.21s","2.72s","3.71s","9206","776 MB","381 MB","✓","Jan 9, 06:59 AM"
"T-Junction","Numba CUDA","768 898","255 333","8.44s","2.73s","3.78s","9206","913 MB","381 MB","✓","Jan 9, 06:59 AM"
"S-Bend","Numba CUDA","1 286 039","427 244","15.38s","4.59s","7.47s","13 256","1.96 GB","637 MB","✓","Jan 9, 06:59 AM"
"S-Bend","Numba CUDA","1 286 039","427 244","15.28s","4.59s","7.58s","13 256","1.82 GB","637 MB","✓","Jan 9, 06:59 AM"
"S-Bend","Numba CUDA","1 286 039","427 244","15.55s","4.59s","7.50s","13 256","1.75 GB","637 MB","✓","Jan 9, 06:59 AM"
"S-Bend","Numba CUDA","765 441","254 034","8.48s","2.71s","3.92s","9585","785 MB","379 MB","✓","Jan 9, 06:58 AM"
"S-Bend","Numba CUDA","765 441","254 034","8.50s","2.72s","3.89s","9585","923 MB","379 MB","✓","Jan 9, 06:58 AM"
"S-Bend","Numba CUDA","765 441","254 034","8.52s","2.74s","3.89s","9585","790 MB","379 MB","✓","Jan 9, 06:58 AM"
"Venturi","Numba CUDA","1 284 412","427 017","14.68s","4.61s","6.57s","10 453","1.83 GB","636 MB","✓","Jan 9, 06:57 AM"
"Venturi","Numba CUDA","1 284 412","427 017","14.46s","4.72s","5.97s","10 453","1.99 GB","636 MB","✓","Jan 9, 06:57 AM"
"Venturi","Numba CUDA","1 284 412","427 017","14.29s","4.62s","6.14s","10 453","1.99 GB","636 MB","✓","Jan 9, 06:57 AM"
"Venturi","Numba CUDA","763 707","253 704","7.83s","2.72s","3.25s","7899","802 MB","372 MB","✓","Jan 9, 06:56 AM"
"Venturi","Numba CUDA","763 707","253 704","7.74s","2.71s","3.20s","7899","804 MB","372 MB","✓","Jan 9, 06:56 AM"
"Venturi","Numba CUDA","763 707","253 704","7.68s","2.72s","3.22s","7899","805 MB","378 MB","✓","Jan 9, 06:56 AM"
"Y-Shaped","Numba CUDA","1 357 953","338 544","12.71s","3.84s","5.33s","9871","1.54 GB","559 MB","✓","Jan 9, 06:56 AM"
"Y-Shaped","Numba CUDA","1 357 953","338 544","12.73s","3.85s","5.24s","9871","1.54 GB","559 MB","✓","Jan 9, 06:56 AM"
"Y-Shaped","Numba CUDA","1 357 953","338 544","13.12s","3.83s","5.36s","9871","1.42 GB","559 MB","✓","Jan 9, 06:56 AM"
"Y-Shaped","Numba CUDA","772 069","192 308","6.60s","2.07s","2.75s","7508","466 MB","318 MB","✓","Jan 9, 06:55 AM"
"Y-Shaped","Numba CUDA","772 069","192 308","6.73s","2.16s","2.79s","7508","469 MB","312 MB","✓","Jan 9, 06:55 AM"
"Y-Shaped","Numba CUDA","772 069","192 308","6.87s","2.13s","2.84s","7508","615 MB","312 MB","✓","Jan 9, 06:55 AM"
"Elbow 90°","Numba","1 044 857","346 621","11m 21.5s","787ms","11m 18.3s","29 361","1.34 GB","-","✓","Jan 9, 06:54 AM"
"Elbow 90°","Numba","1 044 857","346 621","11m 30.6s","793ms","11m 27.5s","29 361","1.46 GB","-","✓","Jan 9, 06:54 AM"
"Elbow 90°","Numba","1 044 857","346 621","11m 19.2s","786ms","11m 16.0s","29 361","1.28 GB","-","✓","Jan 9, 06:54 AM"
"Elbow 90°","Numba","623 153","206 435","2m 31.3s","445ms","2m 29.5s","11 892","536 MB","-","✓","Jan 9, 06:08 AM"
"Elbow 90°","Numba","623 153","206 435","2m 33.6s","488ms","2m 31.7s","11 892","574 MB","-","✓","Jan 9, 06:08 AM"
"Elbow 90°","Numba","623 153","206 435","2m 31.4s","444ms","2m 29.5s","11 892","649 MB","-","✓","Jan 9, 06:08 AM"
"Backward-Facing Step","Numba","1 283 215","426 686","8m 9.5s","952ms","8m 5.6s","15 288","1.68 GB","-","✓","Jan 9, 05:57 AM"
"Backward-Facing Step","Numba","1 283 215","426 686","7m 55.5s","957ms","7m 51.6s","15 288","1.91 GB","-","✓","Jan 9, 05:57 AM"
"Backward-Facing Step","Numba","1 283 215","426 686","8m 2.2s","950ms","7m 58.4s","15 288","1.91 GB","-","✓","Jan 9, 05:57 AM"
"Backward-Facing Step","Numba","766 088","254 551","6m 16.2s","569ms","6m 13.9s","23 176","842 MB","-","✓","Jan 9, 05:25 AM"
"Backward-Facing Step","Numba","766 088","254 551","6m 15.8s","610ms","6m 13.6s","23 176","842 MB","-","✓","Jan 9, 05:25 AM"
"Backward-Facing Step","Numba","766 088","254 551","6m 14.7s","572ms","6m 12.5s","23 176","937 MB","-","✓","Jan 9, 05:25 AM"
"T-Junction","Numba","1 291 289","429 176","13m 27.4s","983ms","13m 23.2s","26 426","1.94 GB","-","✓","Jan 9, 04:59 AM"
"T-Junction","Numba","1 291 289","429 176","13m 27.8s","960ms","13m 23.7s","26 426","1.79 GB","-","✓","Jan 9, 04:59 AM"
"T-Junction","Numba","1 291 289","429 176","13m 41.5s","997ms","13m 37.6s","26 426","1.94 GB","-","✓","Jan 9, 04:59 AM"
"T-Junction","Numba","768 898","255 333","15m 45.2s","578ms","15m 42.7s","58 249","956 MB","-","✓","Jan 9, 04:04 AM"
"T-Junction","Numba","768 898","255 333","15m 51.2s","584ms","15m 48.9s","58 249","865 MB","-","✓","Jan 9, 04:04 AM"
"T-Junction","Numba","768 898","255 333","15m 44.3s","582ms","15m 41.7s","58 249","869 MB","-","✓","Jan 9, 04:04 AM"
"S-Bend","Numba","1 286 039","427 244","183m 50.5s","966ms","183m 46.4s","366 133","1.95 GB","-","✓","Jan 9, 03:01 AM"
"S-Bend","Numba","1 286 039","427 244","201m 54.4s","1.05s","201m 50.1s","366 133","1.73 GB","-","✓","Jan 9, 03:01 AM"
"S-Bend","Numba","1 286 039","427 244","185m 50.1s","951ms","185m 46.0s","366 133","1.95 GB","-","✓","Jan 9, 03:01 AM"
"S-Bend","Numba","765 441","254 034","4m 48.5s","565ms","4m 46.2s","18 335","973 MB","-","✓","Jan 8, 01:57 PM"
"S-Bend","Numba","765 441","254 034","4m 52.3s","599ms","4m 49.8s","18 335","976 MB","-","✓","Jan 8, 01:57 PM"
"S-Bend","Numba","765 441","254 034","4m 59.1s","532ms","4m 56.9s","18 335","980 MB","-","✓","Jan 8, 01:57 PM"
"Venturi","Numba","1 284 412","427 017","13m 18.6s","950ms","13m 14.4s","25 711","1.74 GB","-","✓","Jan 8, 01:37 PM"
"Venturi","Numba","1 284 412","427 017","13m 20.1s","872ms","13m 16.3s","25 711","1.74 GB","-","✓","Jan 8, 01:37 PM"
"Venturi","Numba","1 284 412","427 017","13m 1.4s","932ms","12m 57.4s","25 711","1.75 GB","-","✓","Jan 8, 01:37 PM"
"Venturi","Numba","763 707","253 704","4m 28.8s","554ms","4m 26.5s","16 816","991 MB","-","✓","Jan 8, 12:43 PM"
"Venturi","Numba","763 707","253 704","4m 26.0s","559ms","4m 23.7s","16 816","903 MB","-","✓","Jan 8, 12:43 PM"
"Venturi","Numba","763 707","253 704","4m 34.6s","560ms","4m 32.2s","16 816","997 MB","-","✓","Jan 8, 12:43 PM"
"Y-Shaped","Numba","1 357 953","338 544","5m 20.2s","850ms","5m 16.0s","9871","1.56 GB","-","✓","Jan 8, 12:25 PM"
"Y-Shaped","Numba","1 357 953","338 544","5m 25.3s","869ms","5m 21.1s","9871","1.44 GB","-","✓","Jan 8, 12:25 PM"
"Y-Shaped","Numba","1 357 953","338 544","5m 28.2s","864ms","5m 24.1s","9871","1.44 GB","-","✓","Jan 8, 12:25 PM"
"Y-Shaped","Numba","772 069","192 308","1m 57.8s","481ms","1m 55.6s","7508","622 MB","-","✓","Jan 8, 12:03 PM"
"Y-Shaped","Numba","772 069","192 308","1m 57.7s","490ms","1m 55.3s","7508","706 MB","-","✓","Jan 8, 12:03 PM"
"Y-Shaped","Numba","772 069","192 308","1m 57.6s","490ms","1m 55.2s","7508","598 MB","-","✓","Jan 8, 12:03 PM"
"Elbow 90°","Multiprocess","1 044 857","346 621","2m 28.2s","3.99s","391ms","0","1.44 GB","-","✓","Jan 8, 11:55 AM"
"Elbow 90°","Multiprocess","1 044 857","346 621","2m 28.1s","4.00s","379ms","0","1.40 GB","-","✓","Jan 8, 11:55 AM"
"Elbow 90°","Multiprocess","1 044 857","346 621","2m 23.8s","3.96s","410ms","0","1.34 GB","-","✓","Jan 8, 11:55 AM"
"Elbow 90°","Multiprocess","623 153","206 435","1m 8.2s","2.46s","211ms","0","499 MB","-","✓","Jan 8, 11:45 AM"
"Elbow 90°","Multiprocess","623 153","206 435","1m 9.4s","2.42s","204ms","0","696 MB","-","✓","Jan 8, 11:45 AM"
"Elbow 90°","Multiprocess","623 153","206 435","1m 9.5s","2.47s","196ms","0","536 MB","-","✓","Jan 8, 11:45 AM"
"Backward-Facing Step","Multiprocess","1 283 215","426 686","1m 25.5s","4.97s","488ms","0","1.26 GB","-","✓","Jan 8, 11:40 AM"
"Backward-Facing Step","Multiprocess","1 283 215","426 686","1m 24.4s","4.88s","470ms","0","1.81 GB","-","✓","Jan 8, 11:40 AM"
"Backward-Facing Step","Multiprocess","1 283 215","426 686","1m 23.9s","4.88s","551ms","0","1.76 GB","-","✓","Jan 8, 11:40 AM"
"Backward-Facing Step","Multiprocess","766 088","254 551","42.07s","3.06s","278ms","0","663 MB","-","✓","Jan 8, 11:34 AM"
"Backward-Facing Step","Multiprocess","766 088","254 551","42.29s","3.06s","274ms","0","949 MB","-","✓","Jan 8, 11:34 AM"
"Backward-Facing Step","Multiprocess","766 088","254 551","41.97s","3.02s","292ms","0","988 MB","-","✓","Jan 8, 11:34 AM"
"T-Junction","Multiprocess","1 291 289","429 176","59.94s","4.92s","499ms","0","2.01 GB","-","✓","Jan 8, 11:31 AM"
"T-Junction","Multiprocess","1 291 289","429 176","59.99s","4.99s","485ms","0","1.71 GB","-","✓","Jan 8, 11:31 AM"
"T-Junction","Multiprocess","1 291 289","429 176","59.65s","4.96s","469ms","0","1.88 GB","-","✓","Jan 8, 11:31 AM"
"T-Junction","Multiprocess","768 898","255 333","30.33s","3.11s","270ms","0","789 MB","-","✓","Jan 8, 11:27 AM"
"T-Junction","Multiprocess","768 898","255 333","29.10s","3.11s","276ms","0","1.09 GB","-","✓","Jan 8, 11:27 AM"
"T-Junction","Multiprocess","768 898","255 333","29.07s","3.16s","258ms","0","1020 MB","-","✓","Jan 8, 11:27 AM"
"S-Bend","Multiprocess","1 286 039","427 244","58.91s","4.81s","473ms","0","1.97 GB","-","✓","Jan 8, 11:25 AM"
"S-Bend","Multiprocess","1 286 039","427 244","58.24s","4.85s","514ms","0","1.64 GB","-","✓","Jan 8, 11:25 AM"
"S-Bend","Multiprocess","1 286 039","427 244","59.08s","4.90s","454ms","0","1.82 GB","-","✓","Jan 8, 11:25 AM"
"S-Bend","Multiprocess","765 441","254 034","29.12s","3.08s","268ms","0","900 MB","-","✓","Jan 8, 11:21 AM"
"S-Bend","Multiprocess","765 441","254 034","30.10s","3.20s","273ms","0","757 MB","-","✓","Jan 8, 11:21 AM"
"S-Bend","Multiprocess","765 441","254 034","29.31s","3.11s","260ms","0","1012 MB","-","✓","Jan 8, 11:21 AM"
"Venturi","Multiprocess","1 284 412","427 017","1m 47.9s","4.87s","514ms","0","2.00 GB","-","✓","Jan 8, 11:19 AM"
"Venturi","Multiprocess","1 284 412","427 017","1m 48.0s","4.91s","495ms","0","1.66 GB","-","✓","Jan 8, 11:19 AM"
"Venturi","Multiprocess","1 284 412","427 017","1m 46.5s","4.86s","479ms","0","1.94 GB","-","✓","Jan 8, 11:19 AM"
"Venturi","Multiprocess","763 707","253 704","52.84s","2.99s","262ms","0","842 MB","-","✓","Jan 8, 11:12 AM"
"Venturi","Multiprocess","763 707","253 704","53.26s","3.06s","282ms","0","773 MB","-","✓","Jan 8, 11:12 AM"
"Venturi","Multiprocess","763 707","253 704","51.75s","2.99s","257ms","0","1.15 GB","-","✓","Jan 8, 11:12 AM"
"Y-Shaped","Multiprocess","1 357 953","338 544","52.54s","4.04s","557ms","0","1.59 GB","-","✓","Jan 8, 11:08 AM"
"Y-Shaped","Multiprocess","1 357 953","338 544","51.88s","3.98s","540ms","0","1.73 GB","-","✓","Jan 8, 11:08 AM"
"Y-Shaped","Multiprocess","1 357 953","338 544","51.86s","4.02s","535ms","0","1.59 GB","-","✓","Jan 8, 11:08 AM"
"Y-Shaped","Multiprocess","772 069","192 308","25.27s","2.42s","273ms","0","776 MB","-","✓","Jan 8, 11:05 AM"
"Y-Shaped","Multiprocess","772 069","192 308","24.73s","2.33s","273ms","0","943 MB","-","✓","Jan 8, 11:05 AM"
"Y-Shaped","Multiprocess","772 069","192 308","24.90s","2.34s","272ms","0","686 MB","-","✓","Jan 8, 11:05 AM"
"Elbow 90°","Threaded","1 044 857","346 621","4m 17.0s","38.47s","3m 11.0s","8151","1.57 GB","-","✓","Jan 8, 11:03 AM"
"Elbow 90°","Threaded","1 044 857","346 621","4m 18.2s","38.54s","3m 12.5s","8156","1.76 GB","-","✓","Jan 8, 11:03 AM"
"Elbow 90°","Threaded","1 044 857","346 621","4m 21.7s","38.53s","3m 15.7s","8155","1.76 GB","-","✓","Jan 8, 11:03 AM"
"Elbow 90°","Threaded","623 153","206 435","1m 57.7s","23.05s","1m 17.7s","6228","854 MB","-","✓","Jan 8, 10:45 AM"
"Elbow 90°","Threaded","623 153","206 435","1m 58.4s","22.98s","1m 18.6s","6228","968 MB","-","✓","Jan 8, 10:45 AM"
"Elbow 90°","Threaded","623 153","206 435","1m 58.8s","23.05s","1m 18.8s","6229","860 MB","-","✓","Jan 8, 10:45 AM"
"Backward-Facing Step","Threaded","1 283 215","426 686","6m 51.3s","48.04s","5m 28.9s","10 847","2.21 GB","-","✓","Jan 8, 10:37 AM"
"Backward-Facing Step","Threaded","1 283 215","426 686","6m 58.0s","48.12s","5m 35.4s","10 846","2.21 GB","-","✓","Jan 8, 10:37 AM"
"Backward-Facing Step","Threaded","1 283 215","426 686","6m 56.7s","47.97s","5m 34.3s","10 850","2.21 GB","-","✓","Jan 8, 10:37 AM"
"Backward-Facing Step","Threaded","766 088","254 551","3m 4.5s","28.83s","2m 15.4s","8103","1.26 GB","-","✓","Jan 8, 10:09 AM"
"Backward-Facing Step","Threaded","766 088","254 551","3m 1.5s","28.87s","2m 12.0s","8104","1.27 GB","-","✓","Jan 8, 10:09 AM"
"Backward-Facing Step","Threaded","766 088","254 551","2m 59.9s","28.30s","2m 11.3s","8103","1.14 GB","-","✓","Jan 8, 10:09 AM"
"T-Junction","Threaded","1 291 289","429 176","7m 14.5s","48.00s","5m 52.1s","11 579","2.24 GB","-","✓","Jan 8, 09:57 AM"
"T-Junction","Threaded","1 291 289","429 176","7m 21.7s","48.07s","5m 59.1s","11 592","2.24 GB","-","✓","Jan 8, 09:57 AM"
"T-Junction","Threaded","1 291 289","429 176","7m 22.6s","48.36s","5m 59.8s","11 590","2.25 GB","-","✓","Jan 8, 09:57 AM"
"T-Junction","Threaded","768 898","255 333","3m 9.2s","28.53s","2m 20.4s","8639","1.16 GB","-","✓","Jan 8, 09:27 AM"
"T-Junction","Threaded","768 898","255 333","3m 9.4s","28.57s","2m 20.4s","8638","1.16 GB","-","✓","Jan 8, 09:27 AM"
"T-Junction","Threaded","768 898","255 333","3m 8.7s","28.64s","2m 19.8s","8637","1.16 GB","-","✓","Jan 8, 09:27 AM"
"S-Bend","Threaded","1 286 039","427 244","7m 52.1s","48.59s","6m 29.0s","12 731","2.25 GB","-","✓","Jan 8, 09:14 AM"
"S-Bend","Threaded","1 286 039","427 244","7m 57.6s","48.64s","6m 34.2s","12 732","2.03 GB","-","✓","Jan 8, 09:14 AM"
"S-Bend","Threaded","1 286 039","427 244","7m 56.2s","48.76s","6m 32.4s","12 734","2.25 GB","-","✓","Jan 8, 09:14 AM"
"S-Bend","Threaded","765 441","254 034","3m 23.1s","28.76s","2m 33.5s","9482","1.30 GB","-","✓","Jan 8, 08:42 AM"
"S-Bend","Threaded","765 441","254 034","3m 25.6s","28.81s","2m 36.1s","9481","1.17 GB","-","✓","Jan 8, 08:42 AM"
"S-Bend","Threaded","765 441","254 034","3m 22.6s","28.84s","2m 33.3s","9481","1.22 GB","-","✓","Jan 8, 08:42 AM"
"Venturi","Threaded","1 284 412","427 017","6m 42.3s","48.64s","5m 18.5s","10 153","2.27 GB","-","✓","Jan 8, 08:28 AM"
"Venturi","Threaded","1 284 412","427 017","6m 36.7s","48.56s","5m 13.1s","10 151","2.27 GB","-","✓","Jan 8, 08:28 AM"
"Venturi","Threaded","1 284 412","427 017","6m 37.9s","48.56s","5m 14.3s","10 152","2.28 GB","-","✓","Jan 8, 08:28 AM"
"Venturi","Threaded","763 707","253 704","2m 55.6s","28.77s","2m 6.1s","7782","1.18 GB","-","✓","Jan 8, 08:02 AM"
"Venturi","Threaded","763 707","253 704","2m 56.7s","28.76s","2m 7.2s","7781","1.19 GB","-","✓","Jan 8, 08:02 AM"
"Venturi","Threaded","763 707","253 704","2m 55.2s","28.73s","2m 5.9s","7785","1.32 GB","-","✓","Jan 8, 08:02 AM"
"Y-Shaped","Threaded","1 357 953","338 544","6m 29.9s","38.79s","5m 22.8s","9871","1.64 GB","-","✓","Jan 8, 07:50 AM"
"Y-Shaped","Threaded","1 357 953","338 544","6m 27.8s","38.66s","5m 21.1s","9871","1.71 GB","-","✓","Jan 8, 07:50 AM"
"Y-Shaped","Threaded","1 357 953","338 544","6m 27.5s","38.56s","5m 20.6s","9871","1.65 GB","-","✓","Jan 8, 07:50 AM"
"Y-Shaped","Threaded","772 069","192 308","2m 34.0s","22.06s","1m 55.5s","7508","982 MB","-","✓","Jan 8, 07:24 AM"
"Y-Shaped","Threaded","772 069","192 308","2m 34.5s","22.10s","1m 55.6s","7508","879 MB","-","✓","Jan 8, 07:24 AM"
"Y-Shaped","Threaded","772 069","192 308","2m 35.1s","22.08s","1m 56.5s","7508","889 MB","-","✓","Jan 8, 07:24 AM"
"Elbow 90°","CPU","1 044 857","346 621","12m 48.8s","1m 20.5s","11m 5.7s","28 398","1.50 GB","-","✓","Jan 8, 07:14 AM"
"Elbow 90°","CPU","1 044 857","346 621","12m 57.8s","1m 20.2s","11m 14.8s","28 398","1.42 GB","-","✓","Jan 8, 07:14 AM"
"Elbow 90°","CPU","1 044 857","346 621","12m 58.0s","1m 21.3s","11m 14.3s","28 398","1.43 GB","-","✓","Jan 8, 07:14 AM"
"Elbow 90°","CPU","623 153","206 435","3m 38.7s","49.28s","2m 35.8s","12 164","881 MB","-","✓","Jan 8, 06:22 AM"
"Elbow 90°","CPU","623 153","206 435","3m 40.3s","49.42s","2m 37.1s","12 164","884 MB","-","✓","Jan 8, 06:22 AM"
"Elbow 90°","CPU","623 153","206 435","3m 38.8s","48.06s","2m 37.3s","12 164","879 MB","-","✓","Jan 8, 06:22 AM"
"Backward-Facing Step","CPU","1 283 215","426 686","10m 58.0s","1m 39.8s","8m 50.6s","16 952","1.90 GB","-","✓","Jan 8, 06:08 AM"
"Backward-Facing Step","CPU","1 283 215","426 686","11m 11.7s","1m 39.2s","9m 4.8s","16 952","1.84 GB","-","✓","Jan 8, 06:08 AM"
"Backward-Facing Step","CPU","1 283 215","426 686","11m 1.0s","1m 41.4s","8m 51.8s","16 952","1.92 GB","-","✓","Jan 8, 06:08 AM"
"Backward-Facing Step","CPU","766 088","254 551","8m 2.0s","1m 1.0s","6m 44.4s","24 904","1.09 GB","-","✓","Jan 8, 05:23 AM"
"Backward-Facing Step","CPU","766 088","254 551","8m 0.8s","59.96s","6m 44.1s","24 904","1.10 GB","-","✓","Jan 8, 05:23 AM"
"Backward-Facing Step","CPU","766 088","254 551","8m 3.2s","59.24s","6m 47.4s","24 904","1.10 GB","-","✓","Jan 8, 05:23 AM"
"T-Junction","CPU","1 291 289","429 176","20m 11.5s","1m 42.9s","18m 0.2s","35 130","1.94 GB","-","✓","Jan 8, 04:51 AM"
"T-Junction","CPU","1 291 289","429 176","20m 29.6s","1m 43.7s","18m 17.2s","35 130","1.95 GB","-","✓","Jan 8, 04:51 AM"
"T-Junction","CPU","1 291 289","429 176","20m 10.0s","1m 41.2s","18m 0.4s","35 130","1.96 GB","-","✓","Jan 8, 04:51 AM"
"T-Junction","CPU","768 898","255 333","17m 33.5s","57.43s","16m 20.2s","64 917","1.01 GB","-","✓","Jan 8, 03:30 AM"
