"Model","Solver","Nodes","Elements","Total Time","Assembly","Solve","Iterations","Peak RAM","Peak VRAM","Status","Date"
"T-Junction","CPU","768 898","255 333","17m 36.0s","57.58s","16m 22.3s","64 917","1.14 GB","-","✓","Jan 8, 03:30 AM"
"T-Junction","CPU","768 898","255 333","17m 31.0s","58.37s","16m 16.5s","64 917","1.14 GB","-","✓","Jan 8, 03:30 AM"
"S-Bend","CPU","1 286 039","427 244","220m 54.0s","1m 42.3s","218m 43.7s","349 462","1.99 GB","-","✓","Jan 8, 02:12 AM"
"S-Bend","CPU","1 286 039","427 244","208m 29.8s","1m 42.4s","206m 19.6s","349 462","1.99 GB","-","✓","Jan 8, 02:12 AM"
"S-Bend","CPU","1 286 039","427 244","198m 14.8s","1m 43.9s","196m 3.8s","349 462","2.00 GB","-","✓","Jan 8, 02:12 AM"
"Elbow 90°","GPU","161 984","53 344","1.01s","<0.01s","837ms","3134","-","133 MB","✓","Jan 6, 08:17 PM"
"Elbow 90°","GPU","161 984","53 344","1.04s","<0.01s","857ms","3132","-","133 MB","✓","Jan 6, 08:17 PM"
"Elbow 90°","GPU","161 984","53 344","1.10s","<0.01s","920ms","3132","-","133 MB","✓","Jan 6, 08:17 PM"
"Elbow 90°","GPU","411","111","52ms","<0.01s","34ms","141","-","-","✓","Jan 6, 08:17 PM"
"Elbow 90°","GPU","411","111","55ms","<0.01s","37ms","141","-","-","✓","Jan 6, 08:17 PM"
"Elbow 90°","GPU","411","111","52ms","<0.01s","35ms","141","-","-","✓","Jan 6, 08:17 PM"
"Backward-Facing Step","GPU","195 362","64 713","1.30s","<0.01s","1.15s","3990","-","161 MB","✓","Jan 6, 08:17 PM"
"Backward-Facing Step","GPU","195 362","64 713","1.26s","<0.01s","1.12s","3992","-","161 MB","✓","Jan 6, 08:17 PM"
"Backward-Facing Step","GPU","195 362","64 713","1.26s","<0.01s","1.12s","3993","-","160 MB","✓","Jan 6, 08:17 PM"
"Backward-Facing Step","GPU","287","82","50ms","<0.01s","37ms","137","-","-","✓","Jan 6, 08:17 PM"
"Backward-Facing Step","GPU","287","82","56ms","<0.01s","38ms","137","-","-","✓","Jan 6, 08:17 PM"
"Backward-Facing Step","GPU","287","82","49ms","<0.01s","35ms","137","-","-","✓","Jan 6, 08:17 PM"
"T-Junction","GPU","196 420","64 987","1.42s","<0.01s","1.25s","4319","-","162 MB","✓","Jan 6, 08:17 PM"
"T-Junction","GPU","196 420","64 987","1.42s","<0.01s","1.25s","4319","-","162 MB","✓","Jan 6, 08:17 PM"
"T-Junction","GPU","196 420","64 987","1.44s","<0.01s","1.25s","4319","-","162 MB","✓","Jan 6, 08:17 PM"
"T-Junction","GPU","393","102","58ms","<0.01s","42ms","168","-","-","✓","Jan 6, 08:17 PM"
"T-Junction","GPU","393","102","60ms","<0.01s","43ms","168","-","-","✓","Jan 6, 08:17 PM"
"T-Junction","GPU","393","102","74ms","<0.01s","56ms","168","-","-","✓","Jan 6, 08:17 PM"
"S-Bend","GPU","196 078","64 787","1.56s","<0.01s","1.38s","4650","-","162 MB","✓","Jan 6, 08:17 PM"
"S-Bend","GPU","196 078","64 787","1.58s","<0.01s","1.39s","4652","-","162 MB","✓","Jan 6, 08:17 PM"
"S-Bend","GPU","196 078","64 787","1.48s","<0.01s","1.32s","4650","-","162 MB","✓","Jan 6, 08:17 PM"
"S-Bend","GPU","387","222","68ms","<0.01s","43ms","156","-","-","✓","Jan 6, 08:16 PM"
"S-Bend","GPU","387","222","65ms","<0.01s","42ms","156","-","-","✓","Jan 6, 08:16 PM"
"S-Bend","GPU","387","222","53ms","<0.01s","37ms","156","-","-","✓","Jan 6, 08:16 PM"
"Venturi","GPU","194 325","64 334","1.36s","<0.01s","1.10s","4034","-","160 MB","✓","Jan 6, 08:16 PM"
"Venturi","GPU","194 325","64 334","1.40s","<0.01s","1.13s","4034","-","160 MB","✓","Jan 6, 08:16 PM"
"Venturi","GPU","194 325","64 334","1.45s","<0.01s","1.17s","4034","-","160 MB","✓","Jan 6, 08:16 PM"
"Venturi","GPU","341","86","53ms","<0.01s","34ms","133","-","-","✓","Jan 6, 08:16 PM"
"Venturi","GPU","341","86","55ms","<0.01s","36ms","133","-","-","✓","Jan 6, 08:16 PM"
"Venturi","GPU","341","86","52ms","<0.01s","33ms","133","-","-","✓","Jan 6, 08:16 PM"
"Y-Shaped","GPU","195 853","48 607","1.34s","<0.01s","1.06s","3741","1 MB","129 MB","✓","Jan 6, 08:16 PM"
"Y-Shaped","GPU","195 853","48 607","1.34s","<0.01s","1.07s","3741","-","128 MB","✓","Jan 6, 08:16 PM"
"Y-Shaped","GPU","195 853","48 607","1.37s","<0.01s","1.09s","3741","1 MB","128 MB","✓","Jan 6, 08:16 PM"
"Y-Shaped","GPU","201","52","56ms","<0.01s","34ms","115","-","-","✓","Jan 6, 08:16 PM"
"Y-Shaped","GPU","201","52","54ms","<0.01s","30ms","115","0 MB","-","✓","Jan 6, 08:16 PM"
"Y-Shaped","GPU","201","52","45ms","<0.01s","29ms","115","0 MB","-","✓","Jan 6, 08:16 PM"
"Elbow 90°","Numba CUDA","161 984","53 344","2.00s","611ms","970ms","3202","137 MB","79 MB","✓","Jan 6, 08:16 PM"
"Elbow 90°","Numba CUDA","161 984","53 344","1.96s","612ms","950ms","3202","138 MB","80 MB","✓","Jan 6, 08:16 PM"
"Elbow 90°","Numba CUDA","161 984","53 344","1.97s","608ms","962ms","3202","139 MB","79 MB","✓","Jan 6, 08:16 PM"
"Elbow 90°","Numba CUDA","411","111","44ms","<0.01s","38ms","141","-","-","✓","Jan 6, 08:16 PM"
"Elbow 90°","Numba CUDA","411","111","43ms","<0.01s","36ms","141","-","-","✓","Jan 6, 08:16 PM"
"Elbow 90°","Numba CUDA","411","111","44ms","<0.01s","38ms","141","-","-","✓","Jan 6, 08:16 PM"
"Backward-Facing Step","Numba CUDA","195 362","64 713","2.42s","726ms","1.18s","3990","154 MB","97 MB","✓","Jan 6, 08:16 PM"
"Backward-Facing Step","Numba CUDA","195 362","64 713","2.37s","730ms","1.17s","3990","156 MB","97 MB","✓","Jan 6, 08:16 PM"
"Backward-Facing Step","Numba CUDA","195 362","64 713","2.42s","692ms","1.19s","3990","158 MB","97 MB","✓","Jan 6, 08:16 PM"
"Backward-Facing Step","Numba CUDA","287","82","38ms","<0.01s","33ms","137","-","-","✓","Jan 6, 08:16 PM"
"Backward-Facing Step","Numba CUDA","287","82","40ms","<0.01s","35ms","137","-","-","✓","Jan 6, 08:16 PM"
"Backward-Facing Step","Numba CUDA","287","82","56ms","<0.01s","49ms","137","-","-","✓","Jan 6, 08:16 PM"
"T-Junction","Numba CUDA","196 420","64 987","2.31s","671ms","1.20s","4319","229 MB","97 MB","✓","Jan 6, 08:16 PM"
"T-Junction","Numba CUDA","196 420","64 987","2.36s","682ms","1.19s","4319","231 MB","97 MB","✓","Jan 6, 08:16 PM"
"T-Junction","Numba CUDA","196 420","64 987","2.32s","682ms","1.19s","4319","232 MB","96 MB","✓","Jan 6, 08:16 PM"
"T-Junction","Numba CUDA","393","102","46ms","<0.01s","40ms","168","-","-","✓","Jan 6, 08:16 PM"
"T-Junction","Numba CUDA","393","102","46ms","<0.01s","40ms","168","-","-","✓","Jan 6, 08:16 PM"
"T-Junction","Numba CUDA","393","102","52ms","<0.01s","41ms","168","-","-","✓","Jan 6, 08:16 PM"
"S-Bend","Numba CUDA","196 078","64 787","2.47s","678ms","1.31s","4652","183 MB","94 MB","✓","Jan 6, 08:16 PM"
"S-Bend","Numba CUDA","196 078","64 787","2.39s","679ms","1.27s","4652","183 MB","95 MB","✓","Jan 6, 08:16 PM"
"S-Bend","Numba CUDA","196 078","64 787","2.46s","682ms","1.30s","4652","185 MB","97 MB","✓","Jan 6, 08:16 PM"
"S-Bend","Numba CUDA","387","222","59ms","<0.01s","53ms","156","-","-","✓","Jan 6, 08:16 PM"
"S-Bend","Numba CUDA","387","222","70ms","<0.01s","65ms","156","-","-","✓","Jan 6, 08:16 PM"
"S-Bend","Numba CUDA","387","222","61ms","<0.01s","55ms","156","-","-","✓","Jan 6, 08:16 PM"
"Venturi","Numba CUDA","194 325","64 334","2.38s","679ms","1.13s","4040","170 MB","95 MB","✓","Jan 6, 08:15 PM"
"Venturi","Numba CUDA","194 325","64 334","2.30s","678ms","1.15s","4040","172 MB","95 MB","✓","Jan 6, 08:15 PM"
"Venturi","Numba CUDA","194 325","64 334","2.47s","733ms","1.17s","4040","174 MB","96 MB","✓","Jan 6, 08:15 PM"
"Venturi","Numba CUDA","341","86","55ms","<0.01s","49ms","132","-","-","✓","Jan 6, 08:15 PM"
"Venturi","Numba CUDA","341","86","54ms","<0.01s","48ms","132","-","-","✓","Jan 6, 08:15 PM"
"Venturi","Numba CUDA","341","86","70ms","<0.01s","64ms","132","-","-","✓","Jan 6, 08:15 PM"
"Y-Shaped","Numba CUDA","195 853","48 607","2.16s","561ms","1.07s","3741","145 MB","80 MB","✓","Jan 6, 08:15 PM"
"Y-Shaped","Numba CUDA","195 853","48 607","2.29s","576ms","1.18s","3741","147 MB","80 MB","✓","Jan 6, 08:15 PM"
"Y-Shaped","Numba CUDA","195 853","48 607","2.16s","574ms","1.07s","3741","149 MB","80 MB","✓","Jan 6, 08:15 PM"
"Y-Shaped","Numba CUDA","201","52","56ms","<0.01s","51ms","115","-","-","✓","Jan 6, 08:15 PM"
"Y-Shaped","Numba CUDA","201","52","38ms","<0.01s","31ms","115","-","-","✓","Jan 6, 08:15 PM"
"Y-Shaped","Numba CUDA","201","52","64ms","<0.01s","58ms","115","-","-","✓","Jan 6, 08:15 PM"
"Elbow 90°","Numba","161 984","53 344","28.70s","127ms","28.20s","4671","144 MB","-","✓","Jan 6, 08:15 PM"
"Elbow 90°","Numba","161 984","53 344","27.72s","137ms","27.24s","4671","145 MB","-","✓","Jan 6, 08:15 PM"
"Elbow 90°","Numba","161 984","53 344","25.79s","129ms","25.27s","4671","146 MB","-","✓","Jan 6, 08:15 PM"
"Elbow 90°","Numba","411","111","<0.01s","<0.01s","<0.01s","141","-","-","✓","Jan 6, 08:13 PM"
"Elbow 90°","Numba","411","111","<0.01s","<0.01s","<0.01s","141","-","-","✓","Jan 6, 08:13 PM"
"Elbow 90°","Numba","411","111","<0.01s","<0.01s","<0.01s","141","-","-","✓","Jan 6, 08:13 PM"
"Backward-Facing Step","Numba","195 362","64 713","31.33s","178ms","30.72s","4243","224 MB","-","✓","Jan 6, 08:13 PM"
"Backward-Facing Step","Numba","195 362","64 713","28.88s","166ms","28.28s","4243","225 MB","-","✓","Jan 6, 08:13 PM"
"Backward-Facing Step","Numba","195 362","64 713","27.28s","146ms","26.70s","4243","227 MB","-","✓","Jan 6, 08:13 PM"
"Backward-Facing Step","Numba","287","82","<0.01s","<0.01s","<0.01s","137","-","-","✓","Jan 6, 08:11 PM"
"Backward-Facing Step","Numba","287","82","<0.01s","<0.01s","<0.01s","137","-","-","✓","Jan 6, 08:11 PM"
"Backward-Facing Step","Numba","287","82","<0.01s","<0.01s","<0.01s","137","-","-","✓","Jan 6, 08:11 PM"
"T-Junction","Numba","196 420","64 987","26.32s","168ms","25.73s","4319","227 MB","-","✓","Jan 6, 08:11 PM"
"T-Junction","Numba","196 420","64 987","29.63s","134ms","29.06s","4319","227 MB","-","✓","Jan 6, 08:11 PM"
"T-Junction","Numba","196 420","64 987","28.06s","141ms","27.50s","4319","221 MB","-","✓","Jan 6, 08:11 PM"
"T-Junction","Numba","393","102","<0.01s","<0.01s","<0.01s","168","-","-","✓","Jan 6, 08:09 PM"
"T-Junction","Numba","393","102","<0.01s","<0.01s","<0.01s","168","-","-","✓","Jan 6, 08:09 PM"
"T-Junction","Numba","393","102","<0.01s","<0.01s","<0.01s","168","-","-","✓","Jan 6, 08:09 PM"
"S-Bend","Numba","196 078","64 787","32.70s","161ms","32.08s","5009","234 MB","-","✓","Jan 6, 08:09 PM"
"S-Bend","Numba","196 078","64 787","33.18s","171ms","32.62s","5009","237 MB","-","✓","Jan 6, 08:09 PM"
"S-Bend","Numba","196 078","64 787","33.34s","169ms","32.70s","5009","237 MB","-","✓","Jan 6, 08:09 PM"
"S-Bend","Numba","387","222","<0.01s","<0.01s","<0.01s","157","-","-","✓","Jan 6, 08:07 PM"
"S-Bend","Numba","387","222","<0.01s","<0.01s","<0.01s","157","-","-","✓","Jan 6, 08:07 PM"
"S-Bend","Numba","387","222","<0.01s","<0.01s","<0.01s","157","-","-","✓","Jan 6, 08:07 PM"
"Venturi","Numba","194 325","64 334","30.27s","181ms","29.63s","4355","235 MB","-","✓","Jan 6, 08:07 PM"
"Venturi","Numba","194 325","64 334","29.82s","150ms","29.24s","4355","252 MB","-","✓","Jan 6, 08:07 PM"
"Venturi","Numba","194 325","64 334","29.79s","168ms","29.18s","4355","239 MB","-","✓","Jan 6, 08:07 PM"
"Venturi","Numba","341","86","<0.01s","<0.01s","<0.01s","133","-","-","✓","Jan 6, 08:05 PM"
"Venturi","Numba","341","86","<0.01s","<0.01s","<0.01s","133","-","-","✓","Jan 6, 08:05 PM"
"Venturi","Numba","341","86","<0.01s","<0.01s","<0.01s","133","-","-","✓","Jan 6, 08:05 PM"
"Y-Shaped","Numba","195 853","48 607","23.23s","134ms","22.55s","3741","168 MB","-","✓","Jan 6, 08:05 PM"
"Y-Shaped","Numba","195 853","48 607","22.65s","128ms","22.02s","3741","170 MB","-","✓","Jan 6, 08:05 PM"
"Y-Shaped","Numba","195 853","48 607","22.71s","118ms","22.15s","3741","170 MB","-","✓","Jan 6, 08:05 PM"
"Y-Shaped","Numba","201","52","<0.01s","<0.01s","<0.01s","115","-","-","✓","Jan 6, 08:03 PM"
"Y-Shaped","Numba","201","52","<0.01s","<0.01s","<0.01s","115","-","-","✓","Jan 6, 08:03 PM"
"Y-Shaped","Numba","201","52","<0.01s","<0.01s","<0.01s","115","-","-","✓","Jan 6, 08:03 PM"
"Elbow 90°","Multiprocess","161 984","53 344","18.70s","802ms","17.00s","3135","153 MB","-","✓","Jan 6, 08:03 PM"
"Elbow 90°","Multiprocess","161 984","53 344","19.35s","748ms","17.66s","3135","140 MB","-","✓","Jan 6, 08:03 PM"
"Elbow 90°","Multiprocess","161 984","53 344","21.80s","751ms","20.18s","3135","157 MB","-","✓","Jan 6, 08:03 PM"
"Elbow 90°","Multiprocess","411","111","226ms","116ms","<0.01s","141","-","-","✓","Jan 6, 08:02 PM"
"Elbow 90°","Multiprocess","411","111","236ms","118ms","<0.01s","141","-","-","✓","Jan 6, 08:02 PM"
"Elbow 90°","Multiprocess","411","111","228ms","116ms","<0.01s","141","-","-","✓","Jan 6, 08:02 PM"
"Backward-Facing Step","Multiprocess","195 362","64 713","26.65s","928ms","24.53s","3990","233 MB","-","✓","Jan 6, 08:02 PM"
"Backward-Facing Step","Multiprocess","195 362","64 713","26.40s","911ms","24.31s","3990","240 MB","-","✓","Jan 6, 08:02 PM"
"Backward-Facing Step","Multiprocess","195 362","64 713","26.74s","933ms","24.66s","3990","236 MB","-","✓","Jan 6, 08:02 PM"
"Backward-Facing Step","Multiprocess","287","82","244ms","115ms","<0.01s","137","-","-","✓","Jan 6, 08:00 PM"
"Backward-Facing Step","Multiprocess","287","82","226ms","118ms","<0.01s","137","-","-","✓","Jan 6, 08:00 PM"
"Backward-Facing Step","Multiprocess","287","82","228ms","115ms","<0.01s","137","-","-","✓","Jan 6, 08:00 PM"
"T-Junction","Multiprocess","196 420","64 987","30.25s","900ms","28.16s","4319","269 MB","-","✓","Jan 6, 08:00 PM"
"T-Junction","Multiprocess","196 420","64 987","28.25s","895ms","26.19s","4319","256 MB","-","✓","Jan 6, 08:00 PM"
"T-Junction","Multiprocess","196 420","64 987","30.17s","907ms","28.09s","4319","258 MB","-","✓","Jan 6, 08:00 PM"
"T-Junction","Multiprocess","393","102","228ms","120ms","<0.01s","168","-","-","✓","Jan 6, 07:58 PM"
"T-Junction","Multiprocess","393","102","240ms","127ms","<0.01s","168","-","-","✓","Jan 6, 07:58 PM"
"T-Junction","Multiprocess","393","102","226ms","116ms","<0.01s","168","-","-","✓","Jan 6, 07:58 PM"
"S-Bend","Multiprocess","196 078","64 787","32.10s","907ms","30.01s","4650","293 MB","-","✓","Jan 6, 07:58 PM"
"S-Bend","Multiprocess","196 078","64 787","32.53s","869ms","30.53s","4650","265 MB","-","✓","Jan 6, 07:58 PM"
"S-Bend","Multiprocess","196 078","64 787","30.42s","938ms","28.34s","4650","252 MB","-","✓","Jan 6, 07:58 PM"
"S-Bend","Multiprocess","387","222","216ms","111ms","<0.01s","156","-","-","✓","Jan 6, 07:56 PM"
"S-Bend","Multiprocess","387","222","226ms","111ms","<0.01s","156","-","-","✓","Jan 6, 07:56 PM"
"S-Bend","Multiprocess","387","222","215ms","114ms","<0.01s","156","-","-","✓","Jan 6, 07:56 PM"
"Venturi","Multiprocess","194 325","64 334","25.59s","842ms","23.59s","4041","262 MB","-","✓","Jan 6, 07:56 PM"
"Venturi","Multiprocess","194 325","64 334","28.19s","904ms","26.17s","4041","295 MB","-","✓","Jan 6, 07:56 PM"
"Venturi","Multiprocess","194 325","64 334","27.66s","925ms","25.56s","4041","278 MB","-","✓","Jan 6, 07:56 PM"
"Venturi","Multiprocess","341","86","200ms","105ms","<0.01s","133","-","-","✓","Jan 6, 07:54 PM"
"Venturi","Multiprocess","341","86","194ms","98ms","<0.01s","133","-","-","✓","Jan 6, 07:54 PM"
"Venturi","Multiprocess","341","86","215ms","113ms","<0.01s","133","-","-","✓","Jan 6, 07:54 PM"
"Y-Shaped","Multiprocess","195 853","48 607","23.62s","669ms","21.88s","3741","184 MB","-","✓","Jan 6, 07:54 PM"
"Y-Shaped","Multiprocess","195 853","48 607","23.01s","795ms","21.08s","3741","236 MB","-","✓","Jan 6, 07:54 PM"
"Y-Shaped","Multiprocess","195 853","48 607","23.57s","666ms","21.74s","3741","244 MB","-","✓","Jan 6, 07:54 PM"
"Y-Shaped","Multiprocess","201","52","168ms","85ms","<0.01s","115","-","-","✓","Jan 6, 07:52 PM"
"Y-Shaped","Multiprocess","201","52","175ms","85ms","<0.01s","115","-","-","✓","Jan 6, 07:52 PM"
"Y-Shaped","Multiprocess","201","52","165ms","83ms","<0.01s","115","-","-","✓","Jan 6, 07:52 PM"
"Elbow 90°","Threaded","161 984","53 344","27.50s","5.83s","17.39s","3135","204 MB","-","✓","Jan 6, 07:52 PM"
"Elbow 90°","Threaded","161 984","53 344","28.04s","5.86s","17.95s","3132","206 MB","-","✓","Jan 6, 07:52 PM"
"Elbow 90°","Threaded","161 984","53 344","28.37s","5.90s","18.46s","3135","206 MB","-","✓","Jan 6, 07:52 PM"
"Elbow 90°","Threaded","411","111","18ms","10ms","<0.01s","141","-","-","✓","Jan 6, 07:50 PM"
"Elbow 90°","Threaded","411","111","19ms","<0.01s","<0.01s","141","-","-","✓","Jan 6, 07:50 PM"
"Elbow 90°","Threaded","411","111","16ms","<0.01s","<0.01s","141","-","-","✓","Jan 6, 07:50 PM"
"Backward-Facing Step","Threaded","195 362","64 713","36.98s","7.05s","24.83s","3993","271 MB","-","✓","Jan 6, 07:50 PM"
"Backward-Facing Step","Threaded","195 362","64 713","37.58s","7.16s","25.34s","3990","274 MB","-","✓","Jan 6, 07:50 PM"
"Backward-Facing Step","Threaded","195 362","64 713","37.68s","7.17s","25.32s","3991","276 MB","-","✓","Jan 6, 07:50 PM"
"Backward-Facing Step","Threaded","287","82","19ms","10ms","<0.01s","137","-","-","✓","Jan 6, 07:47 PM"
"Backward-Facing Step","Threaded","287","82","16ms","<0.01s","<0.01s","137","-","-","✓","Jan 6, 07:47 PM"
"Backward-Facing Step","Threaded","287","82","16ms","<0.01s","<0.01s","137","-","-","✓","Jan 6, 07:47 PM"
"T-Junction","Threaded","196 420","64 987","41.58s","7.21s","29.13s","4319","283 MB","-","✓","Jan 6, 07:47 PM"
"T-Junction","Threaded","196 420","64 987","41.37s","7.20s","28.99s","4319","286 MB","-","✓","Jan 6, 07:47 PM"
"T-Junction","Threaded","196 420","64 987","40.43s","7.19s","28.01s","4319","241 MB","-","✓","Jan 6, 07:47 PM"
"T-Junction","Threaded","393","102","17ms","<0.01s","<0.01s","168","-","-","✓","Jan 6, 07:45 PM"
"T-Junction","Threaded","393","102","18ms","<0.01s","<0.01s","168","-","-","✓","Jan 6, 07:45 PM"
"T-Junction","Threaded","393","102","21ms","11ms","<0.01s","168","-","-","✓","Jan 6, 07:45 PM"
"S-Bend","Threaded","196 078","64 787","40.82s","7.19s","28.51s","4650","292 MB","-","✓","Jan 6, 07:45 PM"
"S-Bend","Threaded","196 078","64 787","43.79s","7.39s","31.20s","4649","295 MB","-","✓","Jan 6, 07:45 PM"
"S-Bend","Threaded","196 078","64 787","42.11s","6.89s","30.02s","4650","254 MB","-","✓","Jan 6, 07:45 PM"
"S-Bend","Threaded","387","222","13ms","<0.01s","<0.01s","156","-","-","✓","Jan 6, 07:42 PM"
"S-Bend","Threaded","387","222","20ms","11ms","<0.01s","156","-","-","✓","Jan 6, 07:42 PM"
"S-Bend","Threaded","387","222","17ms","<0.01s","<0.01s","156","-","-","✓","Jan 6, 07:42 PM"
"Venturi","Threaded","194 325","64 334","38.38s","7.46s","25.56s","4043","309 MB","-","✓","Jan 6, 07:42 PM"
"Venturi","Threaded","194 325","64 334","38.58s","7.18s","26.18s","4043","314 MB","-","✓","Jan 6, 07:42 PM"
"Venturi","Threaded","194 325","64 334","38.08s","6.92s","26.11s","4041","263 MB","-","✓","Jan 6, 07:42 PM"
"Venturi","Threaded","341","86","19ms","<0.01s","<0.01s","133","-","-","✓","Jan 6, 07:39 PM"
"Venturi","Threaded","341","86","13ms","<0.01s","<0.01s","133","-","-","✓","Jan 6, 07:39 PM"
"Venturi","Threaded","341","86","13ms","<0.01s","<0.01s","133","-","-","✓","Jan 6, 07:39 PM"
"Y-Shaped","Threaded","195 853","48 607","32.05s","5.44s","22.74s","3741","247 MB","-","✓","Jan 6, 07:39 PM"
"Y-Shaped","Threaded","195 853","48 607","31.01s","5.18s","21.85s","3741","251 MB","-","✓","Jan 6, 07:39 PM"
"Y-Shaped","Threaded","195 853","48 607","31.30s","5.14s","22.32s","3741","229 MB","-","✓","Jan 6, 07:39 PM"
"Y-Shaped","Threaded","201","52","10ms","<0.01s","<0.01s","115","-","-","✓","Jan 6, 07:37 PM"
"Y-Shaped","Threaded","201","52","<0.01s","<0.01s","<0.01s","115","-","-","✓","Jan 6, 07:37 PM"
"Y-Shaped","Threaded","201","52","<0.01s","<0.01s","<0.01s","115","-","-","✓","Jan 6, 07:37 PM"
"Elbow 90°","CPU","161 984","53 344","44.38s","12.13s","28.90s","4753","211 MB","-","✓","Jan 6, 07:37 PM"
"Elbow 90°","CPU","161 984","53 344","43.58s","12.99s","26.84s","4753","214 MB","-","✓","Jan 6, 07:37 PM"
"Elbow 90°","CPU","161 984","53 344","43.16s","12.21s","27.40s","4753","185 MB","-","✓","Jan 6, 07:37 PM"
"Elbow 90°","CPU","411","111","37ms","26ms","<0.01s","142","-","-","✓","Jan 6, 07:33 PM"
"Elbow 90°","CPU","411","111","38ms","26ms","<0.01s","142","-","-","✓","Jan 6, 07:33 PM"
"Elbow 90°","CPU","411","111","37ms","25ms","<0.01s","142","-","-","✓","Jan 6, 07:33 PM"
"Backward-Facing Step","CPU","195 362","64 713","46.22s","14.97s","26.78s","4207","249 MB","-","✓","Jan 6, 07:33 PM"
"Backward-Facing Step","CPU","195 362","64 713","45.29s","14.60s","26.48s","4207","259 MB","-","✓","Jan 6, 07:33 PM"
"Backward-Facing Step","CPU","195 362","64 713","48.52s","15.08s","29.18s","4207","262 MB","-","✓","Jan 6, 07:33 PM"
"Backward-Facing Step","CPU","287","82","25ms","17ms","<0.01s","137","-","-","✓","Jan 6, 07:30 PM"
"Backward-Facing Step","CPU","287","82","26ms","17ms","<0.01s","137","-","-","✓","Jan 6, 07:30 PM"
"Backward-Facing Step","CPU","287","82","26ms","18ms","<0.01s","137","-","-","✓","Jan 6, 07:30 PM"
"T-Junction","CPU","196 420","64 987","48.47s","15.52s","28.77s","4319","258 MB","-","✓","Jan 6, 07:30 PM"
"T-Junction","CPU","196 420","64 987","48.62s","14.83s","29.64s","4319","265 MB","-","✓","Jan 6, 07:30 PM"
"T-Junction","CPU","196 420","64 987","48.54s","15.35s","28.65s","4319","262 MB","-","✓","Jan 6, 07:30 PM"
"T-Junction","CPU","393","102","34ms","24ms","<0.01s","168","-","-","✓","Jan 6, 07:27 PM"
"T-Junction","CPU","393","102","34ms","23ms","<0.01s","168","-","-","✓","Jan 6, 07:27 PM"
"T-Junction","CPU","393","102","35ms","24ms","<0.01s","168","-","-","✓","Jan 6, 07:27 PM"
"S-Bend","CPU","765 441","254 034","6m 44.3s","1m 3.6s","5m 22.9s","19 286","1.10 GB","-","✓","Jan 6, 01:18 AM"
"S-Bend","CPU","765 441","254 034","6m 53.5s","1m 4.2s","5m 31.3s","19 286","1.11 GB","-","✓","Jan 6, 01:18 AM"
"S-Bend","CPU","765 441","254 034","6m 52.3s","1m 4.0s","5m 30.1s","19 286","1.12 GB","-","✓","Jan 6, 01:18 AM"
"S-Bend","CPU","196 078","64 787","38.37s","15.96s","17.93s","5032","238 MB","-","✓","Jan 6, 12:51 AM"
"S-Bend","CPU","196 078","64 787","38.88s","16.24s","18.13s","5032","220 MB","-","✓","Jan 6, 12:51 AM"
"S-Bend","CPU","196 078","64 787","39.20s","16.20s","18.41s","5032","239 MB","-","✓","Jan 6, 12:51 AM"
"S-Bend","CPU","387","222","35ms","24ms","<0.01s","156","-","-","✓","Jan 6, 12:48 AM"
"S-Bend","CPU","387","222","34ms","23ms","<0.01s","156","-","-","✓","Jan 6, 12:48 AM"
"S-Bend","CPU","387","222","33ms","22ms","<0.01s","156","-","-","✓","Jan 6, 12:48 AM"
"Venturi","CPU","1 284 412","427 017","16m 57.8s","1m 47.3s","14m 40.8s","27 149","1.95 GB","-","✓","Jan 6, 12:48 AM"
"Venturi","CPU","1 284 412","427 017","16m 39.8s","1m 47.0s","14m 23.3s","27 149","1.90 GB","-","✓","Jan 6, 12:48 AM"
"Venturi","CPU","1 284 412","427 017","16m 56.5s","1m 48.6s","14m 38.0s","27 149","1.90 GB","-","✓","Jan 6, 12:48 AM"
"Venturi","CPU","763 707","253 704","6m 6.5s","1m 4.4s","4m 44.0s","16 917","1.16 GB","-","✓","Jan 5, 11:41 PM"
"Venturi","CPU","763 707","253 704","6m 5.8s","1m 3.8s","4m 44.1s","16 917","1.17 GB","-","✓","Jan 5, 11:41 PM"
"Venturi","CPU","763 707","253 704","6m 6.8s","1m 2.1s","4m 46.7s","16 917","1.13 GB","-","✓","Jan 5, 11:41 PM"
"Y-Shaped","CPU","201","52","24ms","15ms","<0.01s","115","-","-","✓","Jan 5, 11:09 PM"
"Y-Shaped","CPU","201","52","23ms","15ms","<0.01s","115","-","-","✓","Jan 5, 11:09 PM"
"Y-Shaped","CPU","201","52","19ms","12ms","<0.01s","115","-","-","✓","Jan 5, 11:09 PM"
"Venturi","CPU","194 325","64 334","32.16s","13.83s","14.31s","4390","215 MB","-","✓","Jan 5, 10:15 PM"
"Venturi","CPU","194 325","64 334","32.40s","13.77s","14.78s","4390","219 MB","-","✓","Jan 5, 10:15 PM"
"Venturi","CPU","194 325","64 334","32.09s","13.70s","14.57s","4390","219 MB","-","✓","Jan 5, 10:15 PM"
"Venturi","CPU","341","86","28ms","18ms","<0.01s","133","-","-","✓","Jan 5, 10:12 PM"
"Venturi","CPU","341","86","30ms","19ms","<0.01s","133","-","-","✓","Jan 5, 10:12 PM"
"Venturi","CPU","341","86","32ms","22ms","<0.01s","133","-","-","✓","Jan 5, 10:12 PM"
