Model,Solver,Nodes,Elements,Total Time,Assembly,Solve,Iterations,Peak RAM,Peak VRAM,Status,Date
S-Bend,Numba,387,222,<0.01s,<0.01s,<0.01s,156,0 MB,-,✓,"Jan 15, 03:49 AM"
Venturi,Numba,1284412,427017,11m 9.0s,1.19s,11m 3.8s,28020,1.85 GB,-,✓,"Jan 15, 03:49 AM"
Venturi,Numba,1284412,427017,11m 21.3s,1.19s,11m 16.4s,28020,1.85 GB,-,✓,"Jan 15, 03:49 AM"
Venturi,Numba,1284412,427017,11m 23.5s,1.19s,11m 18.5s,28020,1.85 GB,-,✓,"Jan 15, 03:49 AM"
Venturi,Numba,763707,253704,3m 45.1s,723ms,3m 42.0s,18507,1.01 GB,-,✓,"Jan 15, 03:03 AM"
Venturi,Numba,763707,253704,3m 44.7s,723ms,3m 41.6s,18507,1.02 GB,-,✓,"Jan 15, 03:03 AM"
Venturi,Numba,763707,253704,3m 44.5s,712ms,3m 41.4s,18507,1.02 GB,-,✓,"Jan 15, 03:03 AM"
Venturi,Numba,194325,64334,15.00s,210ms,14.17s,4342,119 MB,-,✓,"Jan 15, 02:48 AM"
Venturi,Numba,194325,64334,15.02s,214ms,14.20s,4342,119 MB,-,✓,"Jan 15, 02:48 AM"
Venturi,Numba,194325,64334,15.01s,211ms,14.19s,4342,119 MB,-,✓,"Jan 15, 02:48 AM"
Venturi,Numba,341,86,<0.01s,<0.01s,<0.01s,132,0 MB,-,✓,"Jan 15, 02:47 AM"
Venturi,Numba,341,86,<0.01s,<0.01s,<0.01s,132,0 MB,-,✓,"Jan 15, 02:47 AM"
Venturi,Numba,341,86,<0.01s,<0.01s,<0.01s,132,0 MB,-,✓,"Jan 15, 02:47 AM"
Y-Shaped,Numba,1357953,338544,4m 0.6s,1.08s,3m 55.2s,9871,1.44 GB,-,✓,"Jan 15, 02:47 AM"
Y-Shaped,Numba,1357953,338544,4m 3.5s,1.07s,3m 58.7s,9871,1.44 GB,-,✓,"Jan 15, 02:47 AM"
Y-Shaped,Numba,1357953,338544,4m 1.6s,1.08s,3m 56.3s,9871,1.44 GB,-,✓,"Jan 15, 02:47 AM"
Y-Shaped,Numba,772069,192308,1m 31.5s,623ms,1m 28.4s,7508,658 MB,-,✓,"Jan 15, 02:31 AM"
Y-Shaped,Numba,772069,192308,1m 31.6s,621ms,1m 28.5s,7508,660 MB,-,✓,"Jan 15, 02:31 AM"
Y-Shaped,Numba,772069,192308,1m 31.5s,618ms,1m 28.4s,7508,662 MB,-,✓,"Jan 15, 02:31 AM"
Y-Shaped,Numba,195853,48607,12.82s,182ms,11.92s,3741,91 MB,-,✓,"Jan 15, 02:25 AM"
Y-Shaped,Numba,195853,48607,12.79s,180ms,11.92s,3741,91 MB,-,✓,"Jan 15, 02:25 AM"
Y-Shaped,Numba,195853,48607,12.80s,181ms,11.93s,3741,93 MB,-,✓,"Jan 15, 02:25 AM"
Y-Shaped,Numba,201,52,<0.01s,<0.01s,<0.01s,115,0 MB,-,✓,"Jan 15, 02:24 AM"
Y-Shaped,Numba,201,52,<0.01s,<0.01s,<0.01s,115,0 MB,-,✓,"Jan 15, 02:24 AM"
Y-Shaped,Numba,201,52,<0.01s,<0.01s,<0.01s,115,0 MB,-,✓,"Jan 15, 02:24 AM"
Elbow 90°,Threaded,1044857,346621,3m 19.7s,35.93s,2m 24.4s,8151,1.84 GB,-,✓,"Jan 15, 12:42 AM"
Elbow 90°,Threaded,1044857,346621,3m 20.1s,35.91s,2m 24.9s,8154,1.55 GB,-,✓,"Jan 15, 12:42 AM"
Elbow 90°,Threaded,1044857,346621,3m 19.9s,36.08s,2m 24.5s,8157,1.71 GB,-,✓,"Jan 15, 12:42 AM"
Elbow 90°,Threaded,623153,206435,1m 33.5s,21.43s,1m 0.3s,6224,928 MB,-,✓,"Jan 15, 12:29 AM"
Elbow 90°,Threaded,623153,206435,1m 33.3s,21.43s,1m 0.3s,6230,930 MB,-,✓,"Jan 15, 12:29 AM"
Elbow 90°,Threaded,623153,206435,1m 33.4s,21.38s,1m 0.4s,6231,819 MB,-,✓,"Jan 15, 12:29 AM"
Elbow 90°,Threaded,161984,53344,17.28s,5.53s,8.77s,3136,99 MB,-,✓,"Jan 15, 12:22 AM"
Elbow 90°,Threaded,161984,53344,17.11s,5.49s,8.68s,3133,98 MB,-,✓,"Jan 15, 12:22 AM"
Elbow 90°,Threaded,161984,53344,17.17s,5.51s,8.71s,3132,100 MB,-,✓,"Jan 15, 12:22 AM"
Elbow 90°,Threaded,411,111,21ms,11ms,<0.01s,141,0 MB,-,✓,"Jan 15, 12:21 AM"
Elbow 90°,Threaded,411,111,21ms,11ms,<0.01s,141,0 MB,-,✓,"Jan 15, 12:21 AM"
Elbow 90°,Threaded,411,111,21ms,11ms,<0.01s,141,0 MB,-,✓,"Jan 15, 12:21 AM"
Backward-Facing Step,Threaded,1283215,426686,5m 35.0s,44.34s,4m 26.8s,10850,2.06 GB,-,✓,"Jan 15, 12:21 AM"
Backward-Facing Step,Threaded,1283215,426686,5m 37.1s,44.24s,4m 29.2s,10852,2.06 GB,-,✓,"Jan 15, 12:21 AM"
Backward-Facing Step,Threaded,1283215,426686,5m 38.8s,44.31s,4m 30.8s,10854,2.07 GB,-,✓,"Jan 15, 12:21 AM"
Backward-Facing Step,Threaded,766088,254551,2m 18.6s,27.23s,1m 37.4s,8104,1.21 GB,-,✓,"Jan 14, 11:59 PM"
Backward-Facing Step,Threaded,766088,254551,2m 18.1s,27.17s,1m 37.0s,8102,1.21 GB,-,✓,"Jan 14, 11:59 PM"
Backward-Facing Step,Threaded,766088,254551,2m 18.5s,27.28s,1m 37.1s,8099,1.14 GB,-,✓,"Jan 14, 11:59 PM"
Backward-Facing Step,Threaded,195362,64713,23.59s,6.92s,13.07s,3991,120 MB,-,✓,"Jan 14, 11:50 PM"
Backward-Facing Step,Threaded,195362,64713,23.51s,6.90s,13.04s,3992,121 MB,-,✓,"Jan 14, 11:50 PM"
Backward-Facing Step,Threaded,195362,64713,23.56s,6.94s,13.08s,3991,120 MB,-,✓,"Jan 14, 11:50 PM"
Backward-Facing Step,Threaded,287,82,17ms,<0.01s,<0.01s,137,0 MB,-,✓,"Jan 14, 11:48 PM"
Backward-Facing Step,Threaded,287,82,17ms,<0.01s,<0.01s,137,0 MB,-,✓,"Jan 14, 11:48 PM"
Backward-Facing Step,Threaded,287,82,17ms,<0.01s,<0.01s,137,0 MB,-,✓,"Jan 14, 11:48 PM"
T-Junction,Threaded,1291289,429176,5m 58.1s,44.71s,4m 49.8s,11578,2.09 GB,-,✓,"Jan 14, 11:48 PM"
T-Junction,Threaded,1291289,429176,5m 59.1s,44.51s,4m 50.5s,11579,2.10 GB,-,✓,"Jan 14, 11:48 PM"
T-Junction,Threaded,1291289,429176,5m 52.6s,46.07s,4m 43.1s,11578,2.24 GB,-,✓,"Jan 14, 11:48 PM"
T-Junction,Threaded,768898,255333,2m 26.1s,26.39s,1m 45.5s,8640,1.37 GB,-,✓,"Jan 14, 11:24 PM"
T-Junction,Threaded,768898,255333,2m 25.4s,26.59s,1m 44.6s,8637,1.10 GB,-,✓,"Jan 14, 11:24 PM"
T-Junction,Threaded,768898,255333,2m 25.6s,26.57s,1m 44.9s,8643,1.16 GB,-,✓,"Jan 14, 11:24 PM"
T-Junction,Threaded,196420,64987,24.70s,6.69s,14.34s,4319,131 MB,-,✓,"Jan 14, 11:15 PM"
T-Junction,Threaded,196420,64987,24.62s,6.73s,14.31s,4319,121 MB,-,✓,"Jan 14, 11:15 PM"
T-Junction,Threaded,196420,64987,25.12s,6.98s,14.50s,4319,134 MB,-,✓,"Jan 14, 11:15 PM"
T-Junction,Threaded,393,102,22ms,11ms,<0.01s,168,0 MB,-,✓,"Jan 14, 11:13 PM"
T-Junction,Threaded,393,102,22ms,11ms,<0.01s,168,0 MB,-,✓,"Jan 14, 11:13 PM"
T-Junction,Threaded,393,102,22ms,11ms,<0.01s,168,0 MB,-,✓,"Jan 14, 11:13 PM"
S-Bend,Threaded,1286039,427244,6m 23.9s,41.79s,5m 18.2s,12737,2.11 GB,-,✓,"Jan 14, 11:13 PM"
S-Bend,Threaded,1286039,427244,6m 20.8s,41.86s,5m 16.1s,12727,2.11 GB,-,✓,"Jan 14, 11:13 PM"
S-Bend,Threaded,1286039,427244,6m 41.5s,41.90s,5m 36.7s,12730,2.12 GB,-,✓,"Jan 14, 11:13 PM"
S-Bend,Threaded,765441,254034,2m 31.6s,24.83s,1m 53.1s,9486,1.13 GB,-,✓,"Jan 14, 10:47 PM"
S-Bend,Threaded,765441,254034,2m 32.0s,24.94s,1m 53.2s,9483,1.26 GB,-,✓,"Jan 14, 10:47 PM"
S-Bend,Threaded,765441,254034,2m 31.4s,24.67s,1m 52.8s,9483,1.38 GB,-,✓,"Jan 14, 10:47 PM"
S-Bend,Threaded,196078,64787,24.82s,6.32s,14.99s,4648,155 MB,-,✓,"Jan 14, 10:37 PM"
S-Bend,Threaded,196078,64787,24.78s,6.29s,14.99s,4650,132 MB,-,✓,"Jan 14, 10:37 PM"
S-Bend,Threaded,196078,64787,24.74s,6.27s,15.02s,4651,157 MB,-,✓,"Jan 14, 10:37 PM"
S-Bend,Threaded,387,222,17ms,<0.01s,<0.01s,157,0 MB,-,✓,"Jan 14, 10:35 PM"
S-Bend,Threaded,387,222,17ms,<0.01s,<0.01s,157,0 MB,-,✓,"Jan 14, 10:35 PM"
S-Bend,Threaded,387,222,17ms,<0.01s,<0.01s,157,0 MB,-,✓,"Jan 14, 10:35 PM"
Venturi,Threaded,1284412,427017,5m 20.3s,41.79s,4m 15.0s,10155,2.14 GB,-,✓,"Jan 14, 10:35 PM"
Venturi,Threaded,1284412,427017,5m 19.0s,41.78s,4m 13.9s,10153,2.13 GB,-,✓,"Jan 14, 10:35 PM"
Venturi,Threaded,1284412,427017,5m 13.6s,41.78s,4m 8.5s,10151,2.25 GB,-,✓,"Jan 14, 10:35 PM"
Venturi,Threaded,763707,253704,2m 11.8s,24.70s,1m 33.2s,7781,1.27 GB,-,✓,"Jan 14, 10:14 PM"
Venturi,Threaded,763707,253704,2m 12.0s,24.85s,1m 33.3s,7785,1.27 GB,-,✓,"Jan 14, 10:14 PM"
Venturi,Threaded,763707,253704,2m 11.6s,24.72s,1m 33.1s,7782,1.28 GB,-,✓,"Jan 14, 10:14 PM"
Venturi,Threaded,194325,64334,22.73s,6.25s,13.04s,4044,178 MB,-,✓,"Jan 14, 10:05 PM"
Venturi,Threaded,194325,64334,22.74s,6.25s,13.04s,4043,189 MB,-,✓,"Jan 14, 10:05 PM"
Venturi,Threaded,194325,64334,22.71s,6.26s,12.99s,4043,178 MB,-,✓,"Jan 14, 10:05 PM"
Venturi,Threaded,341,86,17ms,<0.01s,<0.01s,133,0 MB,-,✓,"Jan 14, 10:04 PM"
Venturi,Threaded,341,86,17ms,<0.01s,<0.01s,133,0 MB,-,✓,"Jan 14, 10:04 PM"
Venturi,Threaded,341,86,17ms,<0.01s,<0.01s,133,0 MB,-,✓,"Jan 14, 10:04 PM"
Y-Shaped,Threaded,1357953,338544,4m 49.4s,33.31s,3m 56.7s,9871,1.71 GB,-,✓,"Jan 14, 10:04 PM"
Y-Shaped,Threaded,1357953,338544,4m 49.1s,33.33s,3m 56.4s,9871,1.70 GB,-,✓,"Jan 14, 10:04 PM"
Y-Shaped,Threaded,1357953,338544,4m 49.4s,33.32s,3m 56.8s,9871,1.71 GB,-,✓,"Jan 14, 10:04 PM"
Y-Shaped,Threaded,772069,192308,2m 0.7s,18.98s,1m 29.6s,7508,936 MB,-,✓,"Jan 14, 09:44 PM"
Y-Shaped,Threaded,772069,192308,1m 59.2s,19.01s,1m 29.1s,7508,940 MB,-,✓,"Jan 14, 09:44 PM"
Y-Shaped,Threaded,772069,192308,1m 59.5s,18.86s,1m 29.6s,7508,944 MB,-,✓,"Jan 14, 09:44 PM"
Y-Shaped,Threaded,195853,48607,19.28s,4.77s,11.72s,3741,136 MB,-,✓,"Jan 14, 09:36 PM"
Y-Shaped,Threaded,195853,48607,19.21s,4.76s,11.72s,3741,146 MB,-,✓,"Jan 14, 09:36 PM"
Y-Shaped,Threaded,195853,48607,19.21s,4.77s,11.71s,3741,145 MB,-,✓,"Jan 14, 09:36 PM"
Y-Shaped,Threaded,201,52,12ms,<0.01s,<0.01s,115,0 MB,-,✓,"Jan 14, 09:35 PM"
Y-Shaped,Threaded,201,52,12ms,<0.01s,<0.01s,115,0 MB,-,✓,"Jan 14, 09:35 PM"
Y-Shaped,Threaded,201,52,12ms,<0.01s,<0.01s,115,0 MB,-,✓,"Jan 14, 09:35 PM"
Elbow 90°,CPU,1044857,346621,9m 54.4s,1m 36.3s,7m 51.4s,26503,1.52 GB,-,✓,"Jan 14, 09:35 PM"
Elbow 90°,CPU,1044857,346621,9m 51.5s,1m 36.0s,7m 48.2s,26503,1.51 GB,-,✓,"Jan 14, 09:35 PM"
Elbow 90°,CPU,1044857,346621,9m 56.4s,1m 36.2s,7m 53.6s,26503,1.52 GB,-,✓,"Jan 14, 09:35 PM"
Elbow 90°,CPU,623153,206435,3m 11.4s,57.54s,1m 57.8s,12106,898 MB,-,✓,"Jan 14, 08:55 PM"
Elbow 90°,CPU,623153,206435,3m 12.2s,57.38s,1m 58.8s,12106,900 MB,-,✓,"Jan 14, 08:55 PM"
Elbow 90°,CPU,623153,206435,3m 11.2s,57.25s,1m 57.8s,12106,910 MB,-,✓,"Jan 14, 08:55 PM"
Elbow 90°,CPU,161984,53344,31.80s,14.82s,12.84s,4660,157 MB,-,✓,"Jan 14, 08:42 PM"
Elbow 90°,CPU,161984,53344,31.71s,14.89s,12.69s,4660,156 MB,-,✓,"Jan 14, 08:42 PM"
Elbow 90°,CPU,161984,53344,31.63s,14.78s,12.76s,4660,151 MB,-,✓,"Jan 14, 08:42 PM"
Elbow 90°,CPU,411,111,44ms,30ms,<0.01s,141,0 MB,-,✓,"Jan 14, 08:40 PM"
Elbow 90°,CPU,411,111,44ms,31ms,<0.01s,141,0 MB,-,✓,"Jan 14, 08:40 PM"
Elbow 90°,CPU,411,111,45ms,32ms,<0.01s,141,0 MB,-,✓,"Jan 14, 08:40 PM"
Backward-Facing Step,CPU,1283215,426686,9m 2.9s,1m 59.1s,6m 30.5s,15329,1.93 GB,-,✓,"Jan 14, 08:40 PM"
Backward-Facing Step,CPU,1283215,426686,8m 56.6s,1m 58.2s,6m 25.7s,15329,1.93 GB,-,✓,"Jan 14, 08:40 PM"
Backward-Facing Step,CPU,1283215,426686,8m 54.2s,1m 58.5s,6m 22.6s,15329,1.94 GB,-,✓,"Jan 14, 08:40 PM"
Backward-Facing Step,CPU,766088,254551,6m 32.6s,1m 11.2s,5m 1.3s,24091,1.12 GB,-,✓,"Jan 14, 08:04 PM"
Backward-Facing Step,CPU,766088,254551,6m 29.0s,1m 11.0s,4m 58.3s,24091,1.14 GB,-,✓,"Jan 14, 08:04 PM"
Backward-Facing Step,CPU,766088,254551,6m 36.5s,1m 11.2s,5m 5.7s,24091,1.15 GB,-,✓,"Jan 14, 08:04 PM"
Backward-Facing Step,CPU,195362,64713,36.79s,18.00s,13.76s,4206,233 MB,-,✓,"Jan 14, 07:38 PM"
Backward-Facing Step,CPU,195362,64713,36.75s,17.87s,13.83s,4206,251 MB,-,✓,"Jan 14, 07:38 PM"
Backward-Facing Step,CPU,195362,64713,36.80s,17.98s,13.74s,4206,240 MB,-,✓,"Jan 14, 07:38 PM"
Backward-Facing Step,CPU,287,82,33ms,23ms,<0.01s,137,0 MB,-,✓,"Jan 14, 07:35 PM"
Backward-Facing Step,CPU,287,82,34ms,23ms,<0.01s,137,0 MB,-,✓,"Jan 14, 07:35 PM"
Backward-Facing Step,CPU,287,82,33ms,22ms,<0.01s,137,0 MB,-,✓,"Jan 14, 07:35 PM"
T-Junction,CPU,1291289,429176,13m 55.0s,1m 59.2s,11m 22.5s,26942,2.00 GB,-,✓,"Jan 14, 07:35 PM"
T-Junction,CPU,1291289,429176,13m 53.8s,1m 58.3s,11m 22.1s,26942,2.01 GB,-,✓,"Jan 14, 07:35 PM"
T-Junction,CPU,1291289,429176,14m 43.3s,2m 9.1s,12m 1.0s,26942,2.02 GB,-,✓,"Jan 14, 07:35 PM"
T-Junction,CPU,196420,64987,37.45s,18.55s,13.86s,4319,169 MB,-,✓,"Jan 14, 04:40 AM"
T-Junction,CPU,196420,64987,37.41s,18.58s,13.76s,4319,171 MB,-,✓,"Jan 14, 04:40 AM"
T-Junction,CPU,196420,64987,37.40s,18.48s,13.84s,4319,167 MB,-,✓,"Jan 14, 04:40 AM"
T-Junction,CPU,393,102,45ms,31ms,<0.01s,167,0 MB,-,✓,"Jan 14, 04:38 AM"
T-Junction,CPU,393,102,62ms,48ms,<0.01s,167,0 MB,-,✓,"Jan 14, 04:38 AM"
T-Junction,CPU,393,102,61ms,42ms,<0.01s,167,0 MB,-,✓,"Jan 14, 04:38 AM"
S-Bend,CPU,1286039,427244,51m 33.2s,2m 2.1s,48m 57.9s,102871,1.86 GB,-,✓,"Jan 14, 04:38 AM"
S-Bend,CPU,1286039,427244,51m 13.5s,2m 1.9s,48m 38.6s,102871,1.87 GB,-,✓,"Jan 14, 04:38 AM"
S-Bend,CPU,1286039,427244,51m 57.8s,2m 3.1s,49m 21.3s,102871,1.88 GB,-,✓,"Jan 14, 04:38 AM"
S-Bend,CPU,765441,254034,5m 12.1s,1m 12.6s,3m 40.1s,18292,1.07 GB,-,✓,"Jan 14, 01:15 AM"
S-Bend,CPU,765441,254034,5m 9.3s,1m 12.3s,3m 37.4s,18292,1.08 GB,-,✓,"Jan 14, 01:15 AM"
S-Bend,CPU,765441,254034,5m 8.0s,1m 12.1s,3m 36.4s,18292,1.08 GB,-,✓,"Jan 14, 01:15 AM"
S-Bend,CPU,196078,64787,39.41s,18.57s,15.78s,5031,163 MB,-,✓,"Jan 14, 12:55 AM"
S-Bend,CPU,196078,64787,39.25s,18.46s,15.76s,5031,163 MB,-,✓,"Jan 14, 12:55 AM"
S-Bend,CPU,196078,64787,39.31s,18.41s,15.84s,5031,164 MB,-,✓,"Jan 14, 12:55 AM"
S-Bend,CPU,387,222,37ms,24ms,<0.01s,157,0 MB,-,✓,"Jan 14, 12:52 AM"
S-Bend,CPU,387,222,36ms,25ms,<0.01s,157,0 MB,-,✓,"Jan 14, 12:52 AM"
S-Bend,CPU,387,222,39ms,24ms,<0.01s,157,0 MB,-,✓,"Jan 14, 12:52 AM"
Venturi,CPU,1284412,427017,12m 40.6s,2m 2.8s,10m 4.3s,24719,1.89 GB,-,✓,"Jan 14, 12:52 AM"
Venturi,CPU,1284412,427017,12m 28.8s,2m 3.9s,9m 51.7s,24719,1.90 GB,-,✓,"Jan 14, 12:52 AM"
Venturi,CPU,1284412,427017,12m 37.7s,2m 4.0s,9m 59.7s,24719,1.90 GB,-,✓,"Jan 14, 12:52 AM"
Venturi,CPU,763707,253704,4m 59.9s,1m 12.5s,3m 27.4s,17550,1.10 GB,-,✓,"Jan 14, 12:01 AM"
Venturi,CPU,763707,253704,4m 58.3s,1m 13.6s,3m 24.8s,17550,1.10 GB,-,✓,"Jan 14, 12:01 AM"
Venturi,CPU,763707,253704,5m 12.2s,1m 14.2s,3m 37.7s,17550,1.11 GB,-,✓,"Jan 14, 12:01 AM"
Venturi,CPU,194325,64334,38.59s,19.09s,14.44s,4353,227 MB,-,✓,"Jan 13, 11:37 PM"
Venturi,CPU,194325,64334,38.89s,19.17s,14.55s,4353,233 MB,-,✓,"Jan 13, 11:37 PM"
Venturi,CPU,194325,64334,38.56s,18.72s,14.64s,4353,206 MB,-,✓,"Jan 13, 11:37 PM"
Venturi,CPU,341,86,37ms,25ms,<0.01s,133,0 MB,-,✓,"Jan 13, 11:34 PM"
Venturi,CPU,341,86,34ms,24ms,<0.01s,133,0 MB,-,✓,"Jan 13, 11:34 PM"
Venturi,CPU,341,86,36ms,25ms,<0.01s,133,0 MB,-,✓,"Jan 13, 11:34 PM"
Y-Shaped,CPU,1357953,338544,6m 36.8s,1m 38.7s,4m 30.2s,9871,1.66 GB,-,✓,"Jan 13, 11:34 PM"
Y-Shaped,CPU,1357953,338544,6m 35.8s,1m 38.8s,4m 28.5s,9871,1.66 GB,-,✓,"Jan 13, 11:34 PM"
Y-Shaped,CPU,1357953,338544,6m 10.6s,1m 38.3s,4m 4.6s,9871,1.66 GB,-,✓,"Jan 13, 11:34 PM"
Y-Shaped,CPU,772069,192308,2m 42.7s,55.40s,1m 31.7s,7508,944 MB,-,✓,"Jan 13, 11:09 PM"
Y-Shaped,CPU,772069,192308,2m 47.9s,57.35s,1m 35.1s,7508,953 MB,-,✓,"Jan 13, 11:09 PM"
Y-Shaped,CPU,772069,192308,2m 48.7s,57.39s,1m 35.5s,7508,968 MB,-,✓,"Jan 13, 11:09 PM"
Y-Shaped,CPU,195853,48607,32.16s,15.36s,12.59s,3741,201 MB,-,✓,"Jan 13, 10:58 PM"
Y-Shaped,CPU,195853,48607,31.89s,14.29s,13.32s,3741,237 MB,-,✓,"Jan 13, 10:58 PM"
Y-Shaped,CPU,195853,48607,30.95s,14.54s,12.44s,3741,245 MB,-,✓,"Jan 13, 10:58 PM"
Y-Shaped,CPU,201,52,22ms,14ms,<0.01s,115,0 MB,-,✓,"Jan 13, 10:56 PM"
Y-Shaped,CPU,201,52,22ms,14ms,<0.01s,115,0 MB,-,✓,"Jan 13, 10:56 PM"
Y-Shaped,CPU,201,52,23ms,14ms,<0.01s,115,0 MB,-,✓,"Jan 13, 10:56 PM"
